number_of_text_plain_sections,number_of_text_html_sections,number_of_image_sections,number_of_application_sections,ratio_text_plain_to_any_text_sections,length_of_text_in_text_html_section,index_charset_first_sec,num_unique_charset,num_standart_header,num_in_reply_to,num_received,exist_x_mailer,exist_user_agent,mime_version,case_var_MV,length_message_id,ascii_boundary_char,existence_of_domain,is_id_part_hex,is_id_part_decimal,existence_of_dots_in_id_part,existence_of_special_chars_in_id_part,is_domain_part_hex,is_domain_part_decimal,existence_of_dots_in_domain_part,existence_of_special_chars_in_domain_part,num_From_header_tags_in_thread,num_ofToheader_tags_in_thread,num_ofunique_To_addresses_in_thread,num_ofunique_Reply-To_addresses_in_thread,num_ofuniquedomains_in_all_email_addresses,ratio_unique_To_domains_to_unique_domains_in_all_addresses,num_Cc_addresses,num_Bcc_addresses,num_of_Sender_addresses,IsReturn_Path_identical_to_Reply_To,num_ofTo_domains_identical_to_From_domain,num_ofCc_domains_identical_to_From_domain,num_ofBcc_domains_identical_to_From_domain,IsFrom_domain_same_as_Reply-To_domain,IsFrom_domain_same_as_Return-Path_domain,IsFrom_entity_bracketed,IsTo_entity_bracketed,len_first_boundary,boundary_start_with_=,exist_=_middle_boundary,exist_underscore_boundary,exist_dot_boundary,exist_other_special_char_boundary,boundary_hexadecimal,boundary_decimal,depht_DOM_tree,num_DOM_leaf,num_unique_DOM_leaf,mean_DOM_leaf_depths,standart_dev_DOM_depths,num_email_addresses_in_html_section,num_a_tags,num_URLs_in_html_section,ratio_unique_domains_to_domains_of_allURLs_in_anytags,length_style,exist_direction,exist_JS,label,email_id,index
1,0,0,0,1.0,0,-1,0,8,0,0,0,0,1,0,37,64,1,0,0,0,1,0,0,1,0,1,1,1,1,2,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,<E1HXgYM-0002a2-9B@vs241236.vserver.de>,10
1,1,0,0,0.5,1611,1,1,6,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0.5,0,0,0,0,0,0,0,0,0,1,0,27,1,1,0,0,0,1,1,6,11,5,5.545454545454546,1.157083823759805,1,2,3,1.0,92,0,0,1,,11
1,1,0,0,0.5,795,1,1,7,0,4,1,0,1,0,50,64,1,1,0,0,1,0,0,1,0,1,1,1,0,2,0.5,0,0,0,0,0,0,0,0,0,1,0,43,0,1,1,1,0,0,0,4,25,3,2.08,0.3919183588453085,1,4,5,0.6,0,0,0,1,<26b38101c24dfa$5616c210$0906fea9@freeyankeedom.com>,12
0,1,0,0,0.0,2499,1,1,8,0,3,0,0,1,0,40,64,1,0,0,1,0,0,0,1,0,1,1,1,0,20,0.05,73,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,15,41,6,11.46341463414634,3.061145656534094,0,2,2,0.5,0,0,0,1,<200206090025.IAA227164@db0.drfestive.com>,13
1,0,0,0,1.0,0,1,1,7,0,5,1,0,1,0,53,64,1,0,0,1,0,0,0,1,0,1,1,1,0,2,0.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,<200205260432.g4Q4Wk718772@mandark.labs.netnoteinc.com>,14
1,0,0,0,1.0,0,1,1,8,0,4,1,0,1,0,37,64,1,1,0,0,1,0,0,0,0,1,1,1,1,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,<023a20a14b3d$5527d4e1$8de38bc5@govygt>,15
0,1,0,0,0.0,3078,-1,0,7,0,1,0,0,1,0,42,0,0,0,0,0,1,0,0,0,0,1,1,1,1,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,34,9,6.882352941176471,1.430028915428614,0,2,5,0.4,0,0,0,1,<XJFIEESSSS35293845076959780906586-qdaakglj>,16
1,0,0,0,1.0,0,1,1,8,0,0,1,0,1,0,44,64,1,0,0,1,0,0,0,1,0,1,1,1,1,2,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,<200703192210.l2JMAqYX019988@jacknife.mail.UM>,17
1,1,0,0,0.5,5051,1,1,6,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0.5,0,0,0,0,0,0,0,0,0,1,0,27,1,1,0,0,0,1,1,23,24,8,15.041666666666666,6.809791765457215,2,2,1,1.0,1534,0,0,1,,18
0,1,0,0,0.0,8069,-1,0,7,0,2,1,1,1,0,45,64,1,0,0,1,1,0,0,1,0,1,1,1,1,2,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23,22,6,16.863636363636363,3.123160615691252,1,7,8,0.875,1048,0,0,1,<SPAM-L%200608272300194450.0139@mail.apple.com>,19
1,0,0,0,1.0,0,-1,0,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,,20
1,1,0,0,0.5,1055,1,1,7,0,3,0,0,1,0,44,64,1,1,0,1,0,0,0,1,0,1,1,1,0,1,1.0,0,0,0,0,1,0,0,0,0,1,1,27,1,1,0,0,0,1,1,5,11,3,2.636363636363636,0.9791208740244554,0,1,1,1.0,0,0,0,1,<20191027182943.32C506C213C@smtp1.caltech.edu>,21
0,1,0,0,0.0,2284,1,1,8,0,2,0,0,1,0,41,64,1,1,0,1,0,0,0,1,0,1,1,1,0,2,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,11,5,5.2727272727272725,1.212878551284212,2,1,2,1.0,1350,0,0,1,<20190523230927.F49A897107157B98@coscom.ru>,22
0,1,0,0,0.0,8822,1,1,8,0,4,0,0,1,0,46,64,1,1,0,1,0,0,0,1,1,1,1,1,0,2,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20,35,6,13.314285714285717,4.041014219025634,7,7,8,0.375,2264,0,0,1,<20240722033839.DBD74E27BBEE7@wx105.wadax-sv.jp>,23
1,0,0,0,1.0,0,1,1,8,0,0,1,0,1,0,42,64,1,0,0,1,0,0,0,1,0,1,1,1,1,3,0.3333333333333333,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,<200407011311.i61DBobt022495@fate.mr.itd.UM>,24
1,0,0,0,1.0,0,-1,0,7,0,0,0,0,1,1,39,64,1,0,0,0,1,0,0,1,0,1,1,1,0,1,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,<BAY1-F180DyqppVNONA0004c661@hotmail.com>,25
0,1,0,0,0.0,318,1,1,8,0,7,1,0,1,0,47,64,1,1,0,0,1,0,0,1,0,1,1,1,0,6,0.1666666666666666,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,2,2.0,0.0,0,2,2,0.5,0,0,0,1,<00000b6e1ce6$000014e9$00006731@mail.bangkok.com>,26
1,0,0,0,1.0,0,1,1,8,0,1,0,0,1,1,32,64,1,1,1,1,0,0,0,0,1,1,1,1,0,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,<57.883554.549391@mccrary-8bnedo4>,27
1,0,0,0,1.0,0,1,1,8,0,0,1,0,1,0,39,64,1,0,0,1,0,0,0,1,0,1,1,1,1,3,0.3333333333333333,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,<200602160332.k1G3WpZ5005918@fan.mail.UM>,28
0,1,0,0,0.0,971,1,1,7,0,4,0,0,1,0,53,64,1,0,0,1,0,0,0,1,0,1,1,1,0,2,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,7,5,3.2857142857142856,1.749635530559413,0,1,1,1.0,0,0,0,1,<200207171928.g6HJSwR22227@mandark.labs.netnoteinc.com>,29
1,0,0,0,1.0,0,-1,0,7,0,0,0,0,1,1,42,64,1,0,0,0,1,0,0,1,0,1,1,0,1,2,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,<BAY21-F14E7997B0F0B67554EB274B0280@phx.gbl>,30
1,0,0,0,1.0,0,1,1,8,0,4,1,0,1,1,37,64,1,1,0,0,1,0,0,0,0,1,1,1,1,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,<000b11a65aad$8587c2b3$3bb78ec3@ubrjup>,31
1,0,0,0,1.0,0,-1,0,6,0,1,0,0,1,0,46,64,1,1,0,1,0,0,0,1,0,1,1,1,0,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,<20010626120405.BA5DD130028@mail.netnoteinc.com>,32
1,0,0,0,1.0,0,1,1,7,0,0,0,0,1,1,44,64,1,0,0,1,0,0,0,1,0,1,1,1,1,2,0.5,0,0,0,0,0,0,0,0,0,1,1,27,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,<200606180931.k5I9Vgij014604@jacknife.mail.UM>,33
0,1,0,0,0.0,898,1,1,8,0,5,0,0,1,0,46,64,1,1,0,1,0,0,0,1,0,1,1,1,0,2,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,12,4,2.9166666666666665,0.2763853991962833,2,1,1,1.0,13,0,0,1,<20190426084815.DC510D1F90F672B3@chronopost.com>,34
1,0,0,0,1.0,0,1,1,7,0,4,0,0,1,0,33,64,1,0,0,1,0,0,0,1,0,1,1,1,0,2,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,<200208302105.WAA15316@webnote.net>,35
1,0,0,0,1.0,0,1,1,5,0,0,0,0,1,0,50,64,1,0,0,1,0,0,0,1,0,0,1,1,1,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,<20040309085904.35011.qmail@web20727.mail.yahoo.com>,36
1,1,0,0,0.5,4249,1,1,7,0,2,0,0,1,0,43,64,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1.0,0,0,0,0,1,0,0,0,0,1,1,27,1,1,0,0,0,1,1,5,4,4,3.5,1.118033988749895,0,2,3,1.0,866,0,0,1,<IR01sBPcTOXNHUGw86x000007b9@imageres.com.au>,37
1,0,0,0,1.0,0,1,1,7,0,0,0,1,1,0,43,64,1,1,0,1,0,0,0,1,0,1,0,0,1,2,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,<1160010058.4524594a31d58@webmail.zoom.co.uk>,38
0,1,0,0,0.0,314,1,1,6,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,4,2,3.75,0.82915619758885,0,1,1,1.0,0,0,0,1,,39
1,1,0,0,0.5,2903,1,1,7,0,4,0,0,1,0,40,64,1,0,0,1,0,0,0,1,0,1,1,1,0,2,0.5,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,4,34,4,3.882352941176471,0.4705882352941177,1,1,1,1.0,0,0,0,1,<200207250329.g6P3TX57026200@allexecs.org>,40
0,1,0,0,0.0,3291,1,1,8,0,2,0,0,1,0,49,64,1,1,0,1,0,0,0,1,0,1,1,1,0,2,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,6,4,6.833333333333333,2.608745973749755,2,2,2,1.0,1764,0,0,1,<20240521080746.BBADAF504D692D40@bizcomjapan.co.jp>,41
1,0,0,0,1.0,0,-1,0,7,0,2,0,0,1,0,42,64,1,1,0,0,1,1,1,1,0,1,1,0,1,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,<00007c3b4a9d$00006d3c$00003457@62.200.0.40>,42
1,0,0,0,1.0,0,1,1,7,0,0,1,0,1,1,39,64,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,<1551813c0a.13c0a15518@email.bigpond.com>,43
1,1,0,0,0.5,8875,1,2,7,0,2,1,0,1,0,48,64,1,1,0,0,1,0,0,1,0,1,1,1,0,2,0.5,0,0,0,0,0,0,0,0,0,1,0,43,0,1,1,1,0,0,0,18,57,10,11.56140350877193,4.27156055898901,2,3,25,0.16,0,0,0,1,<12c70601c1fdf9$85616080$6701a8c0@insuranceiq.com>,44
1,1,0,0,0.5,61813,1,1,7,0,3,0,0,1,0,74,64,1,1,0,0,1,0,0,1,1,1,1,1,0,2,0.5,0,0,0,0,0,0,0,0,0,1,0,30,0,0,1,0,0,0,0,28,17,12,16.41176470588235,8.189367737782732,0,1,1,1.0,48604,0,0,1, <bbc6ddb8-84b5-f35b-ba84-8b52d9be28fe@intl.propaganda-src5.pashululangat.my>,45
1,1,0,0,0.5,710,1,1,6,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1.0,0,0,0,0,1,0,0,0,0,1,1,27,1,1,0,0,0,1,1,5,15,4,2.8,0.7483314773547884,0,1,1,1.0,0,0,0,1,,46
1,0,0,1,1.0,0,1,1,7,0,0,1,0,1,0,33,64,1,0,0,1,0,0,0,1,0,1,1,1,1,3,0.3333333333333333,0,0,0,0,0,0,0,0,0,1,0,29,1,1,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,<200310240447.h9O4lRLZ026065@cs.CU>,47
1,0,0,0,1.0,0,1,1,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,,48
2,1,0,0,0.6666666666666666,622,1,1,7,0,3,0,0,1,0,40,64,1,0,0,0,0,0,0,0,1,1,1,1,0,2,0.5,0,0,0,0,0,0,0,0,0,1,0,53,0,0,1,0,0,0,0,2,10,3,1.2,0.4,0,1,1,1.0,0,0,0,1,<ItKrxalkSpCGO4e92A6vuQ@geopod-ismtpd-3-2>,49
1,0,0,0,1.0,0,1,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,,50
0,1,8,0,0.0,11017,1,1,7,0,1,0,0,1,0,45,64,1,1,0,1,0,0,0,1,0,1,1,1,0,2,0.5,0,0,0,0,0,0,0,0,0,1,0,41,0,1,1,1,0,0,0,15,52,5,9.038461538461538,3.807692307692308,3,10,9,0.3333333333333333,1888,0,0,1,<20160326013406.50D53D5E645E8E86@approject.com>,51
1,0,0,0,1.0,0,1,1,7,0,0,0,0,1,1,50,64,1,0,0,0,0,0,0,1,0,1,1,1,0,2,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,<NTSERVERY6qQOVoVwpL00013515@ntserver.nakanishi.com>,52
1,0,0,0,1.0,0,1,1,8,0,0,1,0,1,0,43,64,1,0,0,1,0,0,0,1,0,1,1,1,1,3,0.3333333333333333,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,<200510240632.j9O6Wrpj001369@panther.mail.UM>,53
1,0,0,0,1.0,0,1,1,8,0,0,1,0,1,1,43,64,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,<E1ITYuE-0005vf-PA@afrodite.srvbrasil.com.br>,54
1,0,0,0,1.0,0,-1,0,7,0,14,1,0,0,0,33,64,1,0,0,1,0,0,0,1,0,1,1,3,0,1,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,<200207140636.XAA19984@mx.serv.net>,55
1,0,0,0,1.0,0,1,1,8,0,4,0,0,1,1,53,64,1,0,0,1,0,0,0,1,0,1,1,1,0,4,0.25,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,<200207262004.g6QK41p29378@mandark.labs.netnoteinc.com>,56
1,1,0,0,0.5,3170,1,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0.0,0,0,0,0,0,0,0,0,0,1,0,38,0,0,1,0,0,1,0,6,22,7,4.545454545454546,1.195722403451446,2,2,2,1.0,225,0,0,1,,57
1,0,0,0,1.0,0,1,1,7,0,0,0,1,1,0,50,64,1,0,0,1,0,1,1,1,0,1,0,0,1,2,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,<2825.62.163.35.61.1151590392.squirrel@70.47.33.213>,58
1,0,0,0,1.0,0,-1,0,8,0,0,0,0,1,0,52,64,1,0,0,1,0,0,0,1,0,1,1,1,1,3,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,<200702201040.l1KAeDVi022554@dedicated.freefalcon.com>,59
1,0,0,0,1.0,0,1,1,8,0,0,0,0,1,0,44,64,1,0,0,1,0,0,0,1,0,1,1,1,0,1,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,<200502141032.j1EAWHWp000766@jacknife.mail.UM>,60
0,1,0,0,0.0,5180,1,1,8,0,2,0,0,1,0,39,64,1,1,0,1,0,0,0,1,0,1,1,1,0,2,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14,11,6,11.727272727272728,3.13603423830188,2,1,1,1.0,1677,0,0,1,<20180123051854.D6F76EFB34B4C5B8@cox.net>,61
1,0,0,0,1.0,0,-1,0,5,0,8,0,0,0,0,41,64,1,0,0,1,0,0,0,1,0,1,1,1,0,2,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,<200207221149.g6MBnIr06031@addr17.addr.com>,62
1,0,0,0,1.0,0,1,1,8,0,0,1,0,1,0,39,64,1,0,0,1,0,0,0,1,0,1,1,1,1,2,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,<200605010648.k416mCQp013628@fan.mail.UM>,63
1,1,0,0,0.5,4385,1,1,6,0,0,0,0,1,0,54,64,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1.0,0,0,0,0,0,0,0,0,0,0,0,29,0,1,0,0,1,0,0,5,52,6,3.826923076923077,0.5449472044347983,4,3,1,1.0,0,0,0,1,<20051221134423.48904.qmail@web86911.mail.ukl.yahoo.com>,64
1,0,0,0,1.0,0,-1,0,5,0,2,1,0,0,0,43,64,1,0,0,1,0,0,0,1,0,1,1,1,1,3,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,<200205130915.g4D9FW912869@mx05.pages108.com>,65
1,0,0,0,1.0,0,1,1,8,0,0,1,0,1,0,44,64,1,0,0,1,0,0,0,1,0,1,1,1,1,3,0.3333333333333333,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,<200501131813.j0DID0Nc011451@jacknife.mail.UM>,66
0,1,0,0,0.0,6135,1,1,8,0,3,0,0,1,0,46,64,1,1,0,1,0,0,0,1,1,1,1,1,0,2,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25,22,10,14.636363636363637,6.865893668545166,1,2,2,0.5,1505,0,0,1,<20210526110722.EDF2BE7C90CC2F33@alignad-cn.com>,67
1,0,0,0,1.0,0,1,1,8,0,0,0,1,1,0,53,64,1,0,0,1,0,1,1,1,0,1,1,0,1,2,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,<5463.82.206.131.156.1170005639.squirrel@70.86.115.106>,68
1,1,0,0,0.5,21257,1,1,7,0,2,0,0,1,0,48,64,1,0,0,1,0,0,0,1,1,1,1,1,0,2,0.5,0,0,0,0,0,0,0,0,0,1,0,27,1,1,0,0,0,1,1,23,25,7,14.08,5.336065966608734,5,10,10,0.6,10261,0,0,1,<202103142101.12EKk6wP013189@mailbox.uni-sofia.bg>,69
1,0,0,0,1.0,0,1,1,6,0,0,0,0,1,1,43,64,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,<BAY108-F3955D21D39820687CF72FAE8A20@phx.gbl>,70
1,0,0,0,1.0,0,-1,0,5,0,0,0,0,0,0,45,64,1,0,0,1,0,0,0,1,0,1,1,1,0,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,<200408160145.i7G1jbn05566@tightrope.mr.itd.UM>,71
