url,label,index
https://auth.pro.net/redirect?q=https://tinyurl.com/2bhrbndp,1,52
https://check.amz.com/redirect?q=https://tinyurl.com/2ctdl686,1,53
https://secure.log.com/redirect?q=https://tinyurl.com/2crnypv8,1,54
https://www.ucl.edu/redirect?q=https://tinyurl.com/2ycjddhk,1,55
https://secure.log.com/redirect?q=https://tinyurl.com/2ax8xahz,1,56
https://check.amz.com/redirect?q=https://tinyurl.com/28nca8x2,1,57
https://check.amz.com/redirect?q=https://tinyurl.com/226jmx95,1,58
https://auth.pro.net/redirect?q=https://tinyurl.com/28l7zwkl,1,59
https://www.ucl.edu/redirect?q=https://tinyurl.com/2tpsrr,1,60
https://check.amz.com/redirect?q=https://tinyurl.com/266kvyfg,1,61
https://auth.pro.net/redirect?q=https://tinyurl.com/274gh9td,1,62
https://www.ucl.edu/redirect?q=https://tinyurl.com/27agj6v6,1,63
https://auth.pro.net/redirect?q=https://tinyurl.com/2b8r8rrj,1,64
https://secure.log.com/redirect?q=https://tinyurl.com/3daue4p,1,65
https://secure.log.com/redirect?q=https://tinyurl.com/2ypxm2nm,1,66
https://www.ucl.edu/redirect?q=https://tinyurl.com/252ujv8w,1,67
https://check.amz.com/redirect?q=https://tinyurl.com/3daue4p,1,68
https://secure.log.com/redirect?q=https://tinyurl.com/2452xms2,1,69
https://secure.log.com/redirect?q=https://tinyurl.com/22cc6zfu,1,70
https://auth.pro.net/redirect?q=https://tinyurl.com/2cux33js,1,71
https://auth.pro.net/redirect?q=https://tinyurl.com/2cosatny,1,72
https://secure.log.com/redirect?q=https://tinyurl.com/hq5bdkn,1,73
https://secure.log.com/redirect?q=https://tinyurl.com/2y8f7wyv,1,74
https://www.ucl.edu/redirect?q=https://tinyurl.com/2dm9payf,1,75
https://secure.log.com/redirect?q=https://tinyurl.com/104WIqR,1,76
https://secure.log.com/redirect?q=https://tinyurl.com/ojoPzPN,1,77
https://www.ucl.edu/redirect?q=https://tinyurl.com/2xkxte9n,1,78
https://secure.log.com/redirect?q=https://tinyurl.com/2bh4c2hw,1,79
https://auth.pro.net/redirect?q=https://tinyurl.com/pgs4ebv,1,80
https://www.ucl.edu/redirect?q=https://tinyurl.com/2d8bwljn,1,81
https://www.ucl.edu/redirect?q=https://tinyurl.com/26tzqzge,1,82
https://secure.log.com/redirect?q=https://tinyurl.com/23srsd7l,1,83
https://secure.log.com/redirect?q=https://tinyurl.com/26t9vpn4,1,84
https://secure.log.com/redirect?q=https://tinyurl.com/297fdu8d,1,85
https://check.amz.com/redirect?q=https://tinyurl.com/62u247,1,86
https://secure.log.com/redirect?q=https://tinyurl.com/5mqAVFX,1,87
https://secure.log.com/redirect?q=https://tinyurl.com/23gdjoyj,1,88
https://check.amz.com/redirect?q=https://tinyurl.com/22xhrofa,1,89
https://www.ucl.edu/redirect?q=https://tinyurl.com/2yxvm2of,1,90
https://www.ucl.edu/redirect?q=https://tinyurl.com/23rzdsx6,1,91
https://secure.log.com/redirect?q=https://tinyurl.com/2379w4v9,1,92
https://auth.pro.net/redirect?q=https://tinyurl.com/rZqvD2d,1,93
https://www.ucl.edu/redirect?q=https://tinyurl.com/2cdryg8z,1,94
https://www.ucl.edu/redirect?q=https://tinyurl.com/2xosygl5,1,95
https://auth.pro.net/redirect?q=https://tinyurl.com/1pBLjFb,1,96
https://secure.log.com/redirect?q=https://tinyurl.com/25aal42b,1,97
https://www.ucl.edu/redirect?q=https://tinyurl.com/25t63zcm,1,98
https://secure.log.com/redirect?q=https://tinyurl.com/2yg9dwuq,1,99
