url,short_url,shortener,redirect_url,original_proba,redirect_proba
https://docs.google.com/drawings/d/1NgkdkPxXd6K6oG7U3gZrXbDhYf9zunvO0dCkDtvWP0U/preview,https://tinyurl.com/2d4xoq2q,tinyurl,https://check.amz.com/redirect?q=https://tinyurl.com/2d4xoq2q,0.7855361,0.22528157
http://tracking.goemt.org.br/tracking/botclick?msgid=o8k7mZLoyQyjcVAqpbXgAQ2&c=1868174812229388414,https://tinyurl.com/2yru5anv,tinyurl,https://secure.log.com/redirect?q=https://tinyurl.com/2yru5anv,0.6513993,0.0937425
https://davidm435.000webhostapp.com/update%20linkidin/New%20linkedin/linkedin/login.php?rand=13InboxLightaspxn.1774256418&amp;fid.4.1252899642&amp;fid=1&amp;fav.1&amp;rand.13InboxLight.aspxn.1774256418&amp;fid.1252899642&amp;fid.1&amp;fav.1&amp;email=&amp;.rand=13InboxLight.aspx?n=1774256418&amp;fid=4#n=1252899642&amp;fid=1&amp;fav=1,https://tinyurl.com/FromzSg,tinyurl_simulated,https://check.amz.com/redirect?q=https://tinyurl.com/FromzSg,0.717729,0.17293136
https://roundsk333qwertyuioplkjhfgdsazxcvbnmlswdfghejkliamnbdsgwhyli.eu-gb.cf.appdomain.cloud/?email=jose@monkey.org,https://tinyurl.com/9mKgZkT,tinyurl_simulated,https://check.amz.com/redirect?q=https://tinyurl.com/9mKgZkT,0.884477,0.18848176
http://in.rd.yahoo.com/specials/mailtg/*http://yahoo.shaadi.com/india-matrimony/,https://tinyurl.com/25x2t2xp,tinyurl,https://auth.pro.net/redirect?q=https://tinyurl.com/25x2t2xp,0.5686305,0.12326773
https://firebasestorage.googleapis.com/v0/b/managegpa-12433.appspot.com/o/gpa%2Findex2dyl.html?alt=media&amp;token=c3581d41-177f-4663-b9bb-d7ae506ed4d3#jose@monkey.org,https://tinyurl.com/2yqknpgg,tinyurl,https://www.ucl.edu/redirect?q=https://tinyurl.com/2yqknpgg,0.8533655,0.12688966
http://us.rd.yahoo.com/mail_us/taglines/100/*http://promotions.yahoo.com/new_mail/static/efficiency.html,https://tinyurl.com/25scj6wp,tinyurl,https://check.amz.com/redirect?q=https://tinyurl.com/25scj6wp,0.7855361,0.22528157
https://beta-home.accesstrade.vn/wp-content/plugins/akismet/views/800086077/go,https://tinyurl.com/24ycx3et,tinyurl,https://secure.log.com/redirect?q=https://tinyurl.com/24ycx3et,0.7855361,0.15821089
http://us.rd.yahoo.com/messenger/mail_taglines/hotmail/*http://fr.messenger.yahoo.com,https://tinyurl.com/248hvs7x,tinyurl,https://auth.pro.net/redirect?q=https://tinyurl.com/248hvs7x,0.5686305,0.12326773
http://arielslimo.com/wp-content/plugins/z.asp.htm,https://tinyurl.com/23hho6ws,tinyurl,https://www.ucl.edu/redirect?q=https://tinyurl.com/23hho6ws,0.7530392,0.18634021
https://qufablab.de/Qazr9rd/?U3e08yXukbkNg9OKkkaZ0waSESNrXxn49PbQ7OtWWsyqjgIU47ecf9aktQB0NOCgjgIU47etw1o6a5OdhBtdVsktihi4t5sAAhkHI6ccCN7GPULgvNczlkp1jgIU47ewQ1cNANRMRbWDeUJ47IWXQxxbVVaNIUIYGh2jgIU47eTjBCXIk6T91TjgIU47e53aQlIaBgQNGVX8l09dj4H3rFUXBjgIU47exj6JLl6SUaCF8,https://tinyurl.com/293xlb7c,tinyurl,https://secure.log.com/redirect?q=https://tinyurl.com/293xlb7c,0.5686305,0.15515164
http://www.tec-part.org/wp-admin/late-code/index.php?email=jose@monkey.org,https://tinyurl.com/246rceu2,tinyurl,https://check.amz.com/redirect?q=https://tinyurl.com/246rceu2,0.15633774,0.18839964
https://cloudcarrier.com.au/pnk8BbT/?9ZGoVmHWrZaytLu8NUegNKQpESTj0ksbUQi3SFL9V5bhwVdilOT8SmXqSpByleeYjyLPCBsbUQiuSjmgpxylG8mjoUjUxFC9wJIbJ9sbUQi89XYoZCuHGVUsMh7ikuwSCqvmuxeKpWpPlRZUxFC9wXlcX6XfnHJsbUQiiIxlsPT1fHUxFC9wJHEtOG3clRUVVdcsbUQidHzUPo6TItf,https://tinyurl.com/2yxc75cq,tinyurl,https://secure.log.com/redirect?q=https://tinyurl.com/2yxc75cq,0.7855361,0.15821089
http://66.231.133.63/final/index_remoov.html?ID=b13,https://tinyurl.com/2yh2vban,tinyurl,https://check.amz.com/redirect?q=https://tinyurl.com/2yh2vban,0.8998455,0.13260122
https://96960b2a-4691-454c-aedf-8256639f382f.htmlpasta.com/,https://tinyurl.com/gkQ267G,tinyurl_simulated,https://www.ucl.edu/redirect?q=https://tinyurl.com/gkQ267G,0.79670614,0.33378854
http://linkclick24.wix.com/outlook-app,https://tinyurl.com/2xjy5roj,tinyurl,https://www.ucl.edu/redirect?q=https://tinyurl.com/2xjy5roj,0.8998455,0.21279775
http://arifindo.co.id/images/uau.htm,https://tinyurl.com/26tzqzge,tinyurl,https://check.amz.com/redirect?q=https://tinyurl.com/26tzqzge,0.8998455,0.13260122
http://www.ouweilighting.com,https://tinyurl.com/2cfynmnv,tinyurl,https://check.amz.com/redirect?q=https://tinyurl.com/2cfynmnv,0.8441033,0.10519456
https://monlinetbserver.xyz/index.php?key,https://tinyurl.com/2bhrbndp,tinyurl,https://auth.pro.net/redirect?q=https://tinyurl.com/2bhrbndp,0.8441033,0.0952496
http://www.mistyhighlands.org/razio/index/index.php?email=jose@monkey.org,https://tinyurl.com/2ctdl686,tinyurl,https://check.amz.com/redirect?q=https://tinyurl.com/2ctdl686,0.5686305,0.24079253
http://mail.halas.com.cn/.../IRS/refund/caseid886432/index.html,https://tinyurl.com/2crnypv8,tinyurl,https://secure.log.com/redirect?q=https://tinyurl.com/2crnypv8,0.8998455,0.11569963
https://www.jannaty.co/net.htm,https://tinyurl.com/2ycjddhk,tinyurl,https://www.ucl.edu/redirect?q=https://tinyurl.com/2ycjddhk,0.8533655,0.12688966
https://allsportspf.com/yonX/?2tyNeqsayy97Byrrs3bBpsdFkz7nfnvwR40hw13NhhUG3oOb9v7AjNLi6PMJZywMe2Bm2MKPOuRCQBawxWGTRvLwR40hw131STlvQxpjpjYgp5V5GZLBtRFF6A1j8cwR40hw13RqiClW5QVppUOUnROtvSqsayy9qsayy9oajocZUlJ4UIIXRZBtgYjDPBWCdMhQ9IohhVAFqsayy9EgNiw,https://tinyurl.com/2ax8xahz,tinyurl,https://secure.log.com/redirect?q=https://tinyurl.com/2ax8xahz,0.8998455,0.11569963
https://www.coffeebeandirect.com/account/activate/5589984116781/f3c7f64b75976fb0e1549f91ed216cc7-1658536381,https://tinyurl.com/28nca8x2,tinyurl,https://check.amz.com/redirect?q=https://tinyurl.com/28nca8x2,0.15633774,0.18839964
http://www.ange21.com/gallery/data/update/index.php?email=jose@monkey.org,https://tinyurl.com/226jmx95,tinyurl,https://check.amz.com/redirect?q=https://tinyurl.com/226jmx95,0.37876454,0.25842145
http://almacenessanpedro.com.mx/update/index.php?email=jose@monkey.org,https://tinyurl.com/28l7zwkl,tinyurl,https://auth.pro.net/redirect?q=https://tinyurl.com/28l7zwkl,0.7855361,0.096184984
http://news.bbc.co.uk/1/hi/world/europe/859479.stm,https://tinyurl.com/2tpsrr,tinyurl,https://www.ucl.edu/redirect?q=https://tinyurl.com/2tpsrr,0.818762,0.19418481
https://banethokdeurali.org.np/n/update/index.php?email=jose@monkey.org,https://tinyurl.com/266kvyfg,tinyurl,https://check.amz.com/redirect?q=https://tinyurl.com/266kvyfg,0.7530392,0.24970394
http://dwrl.of5k67.saleno.hostilla.pl/#aHR0cHM6Ly9iYWZ5YmVpZWthdzZrcGc0eGl1dndlb215bWRvNTU0eHF3NnVzdWFkYjJ6czY2Mmw0bnA1cWVxN3hhZS5pcGZzLmR3ZWIubGluay8/MDg6NTQgUE05JiNqb3NlQG1vbmtleS5vcmc=,https://tinyurl.com/274gh9td,tinyurl,https://auth.pro.net/redirect?q=https://tinyurl.com/274gh9td,0.5686305,0.12326773
http://buntarquitectura.com/upgrade/upgrade.php?&amp;Email=jose@monkey.org,https://tinyurl.com/27agj6v6,tinyurl,https://www.ucl.edu/redirect?q=https://tinyurl.com/27agj6v6,0.5686305,0.3704006
https://alsaadgroup.ae/vmm.html?email=jose@monkey.org,https://tinyurl.com/2b8r8rrj,tinyurl,https://auth.pro.net/redirect?q=https://tinyurl.com/2b8r8rrj,0.7530392,0.108573765
http://fr.rd.yahoo.com/evt=42054/*http://fr.answers.yahoo.com,https://tinyurl.com/3daue4p,tinyurl,https://secure.log.com/redirect?q=https://tinyurl.com/3daue4p,0.66978663,0.16613923
https://efas.co.mz/proofencryp09cc98r88e8ccc88b8b/BLUE/?email=jose@monkey.org,https://tinyurl.com/2ypxm2nm,tinyurl,https://secure.log.com/redirect?q=https://tinyurl.com/2ypxm2nm,0.8998455,0.11569963
https://firebasestorage.googleapis.com/v0/b/fdet5fuyvhbgft75.appspot.com/o/d%20r5%2056g-c%2Ftf-r5uy-u.html?alt=media&token=30a7f414-e82d-44b6-8f6c-a76bb03d828f#jose@monkey.org,https://tinyurl.com/252ujv8w,tinyurl,https://www.ucl.edu/redirect?q=https://tinyurl.com/252ujv8w,0.5686305,0.3704006
http://fr.rd.yahoo.com/evt=42054/*http://fr.answers.yahoo.com,https://tinyurl.com/3daue4p,tinyurl,https://check.amz.com/redirect?q=https://tinyurl.com/3daue4p,0.66978663,0.20286639
https://market-listings.com,https://tinyurl.com/2452xms2,tinyurl,https://secure.log.com/redirect?q=https://tinyurl.com/2452xms2,0.36924902,0.10520343
http://googledrive.com/host/0B8dZRxZ9coRLM3c3dG9JNi04R3c,https://tinyurl.com/22cc6zfu,tinyurl,https://secure.log.com/redirect?q=https://tinyurl.com/22cc6zfu,0.7616729,0.1699106
https://www.usaa.com/inet/ent_references/CpSendUsAMessage?ContentArea=cp&amp;EID=105070-0213_foot,https://tinyurl.com/2cux33js,tinyurl,https://auth.pro.net/redirect?q=https://tinyurl.com/2cux33js,0.7530392,0.108573765
http://imtecnica.com/wp-content/uploads/en/?email=jose@monkey.org,https://tinyurl.com/2cosatny,tinyurl,https://auth.pro.net/redirect?q=https://tinyurl.com/2cosatny,0.31688872,0.13868819
http://meaw.net/html/images/ampx/rev.htm,https://tinyurl.com/hq5bdkn,tinyurl,https://secure.log.com/redirect?q=https://tinyurl.com/hq5bdkn,0.884477,0.21793623
https://www.usaa.com/inet/ent_contactus/CpLevelZeroContactUs?ContactUsPageId=PublicContactUs&amp;EID=66662-0711_head,https://tinyurl.com/2y8f7wyv,tinyurl,https://secure.log.com/redirect?q=https://tinyurl.com/2y8f7wyv,0.7855361,0.15821089
http://news.bbc.co.uk/1/hi/world/africa/1839252.stm,https://tinyurl.com/2dm9payf,tinyurl,https://www.ucl.edu/redirect?q=https://tinyurl.com/2dm9payf,0.6513993,0.27823913
https://goo.gl/xxg02r,https://tinyurl.com/104WIqR,tinyurl_simulated,https://secure.log.com/redirect?q=https://tinyurl.com/104WIqR,0.79670614,0.16978015
https://googleweblight.com/i?u=https://pub-2706efed16964385810567666db85f2f.r2.dev/JAJS026.html#jose@monkey.org,https://tinyurl.com/ojoPzPN,tinyurl_simulated,https://secure.log.com/redirect?q=https://tinyurl.com/ojoPzPN,0.717729,0.20986378
http://buklet.ru/VERIFY/wmsvr.html?spin=89283js&amp;Email=jose@monkey.org,https://tinyurl.com/2xkxte9n,tinyurl,https://www.ucl.edu/redirect?q=https://tinyurl.com/2xkxte9n,0.8998455,0.21279775
https://khobregankghaz.com/#jose@monkey.org,https://tinyurl.com/2bh4c2hw,tinyurl,https://secure.log.com/redirect?q=https://tinyurl.com/2bh4c2hw,0.7855361,0.15821089
http://altoedu.com/x3/cache/blueOwa/,https://tinyurl.com/pgs4ebv,tinyurl,https://auth.pro.net/redirect?q=https://tinyurl.com/pgs4ebv,0.884477,0.15301006
https://byenta.sytes.net/xy/XZXXSE345CDC/BBBBBRR4444444/101454858.php?email=jose@monkey.org,https://tinyurl.com/2d8bwljn,tinyurl,https://www.ucl.edu/redirect?q=https://tinyurl.com/2d8bwljn,0.8998455,0.21279775
http://arifindo.co.id/images/uau.htm,https://tinyurl.com/26tzqzge,tinyurl,https://www.ucl.edu/redirect?q=https://tinyurl.com/26tzqzge,0.8998455,0.21279775
http://hot12.website-hoster.com/remove.html,https://tinyurl.com/23srsd7l,tinyurl,https://secure.log.com/redirect?q=https://tinyurl.com/23srsd7l,0.7855361,0.15821089
http://www.eioedu.com/wp-includes/js/crop/update/index.php?userid=jose@monkey.org,https://tinyurl.com/26t9vpn4,tinyurl,https://secure.log.com/redirect?q=https://tinyurl.com/26t9vpn4,0.5686305,0.15515164
http://rs6.net/tn.jsp?t=tpysjsn6.e9iqjsn6.s8u5brn6&p=http%3A%2F%2Fwww.tvpredictions.com%2Fadvertising1.html,https://tinyurl.com/297fdu8d,tinyurl,https://secure.log.com/redirect?q=https://tinyurl.com/297fdu8d,0.5686305,0.15515164
http://news.bbc.co.uk/2/hi/africa/2963086.stm,https://tinyurl.com/62u247,tinyurl,https://check.amz.com/redirect?q=https://tinyurl.com/62u247,0.48055515,0.19814782
http://http://beentheredinethat.com/wp-includes/images/wlw/blessing.html,https://tinyurl.com/5mqAVFX,tinyurl_simulated,https://secure.log.com/redirect?q=https://tinyurl.com/5mqAVFX,0.884477,0.21793623
https://periodicochivas.com/ugobeyaze/index.php?email=jose@monkey.org&nbsp;&nbsp;,https://tinyurl.com/23gdjoyj,tinyurl,https://secure.log.com/redirect?q=https://tinyurl.com/23gdjoyj,0.8998455,0.11569963
http://www.bayerwald-baerchen.de/weidererhof/libraries/cms/m.php,https://tinyurl.com/22xhrofa,tinyurl,https://check.amz.com/redirect?q=https://tinyurl.com/22xhrofa,0.66057116,0.1670979
http://203-144-138-206.static.asianet.co.th/icons/colappmgr/colportal/prospect_nfpb=true&_pageLabel=page_logonform/sso_co_home.jsp.htm,https://tinyurl.com/2yxvm2of,tinyurl,https://www.ucl.edu/redirect?q=https://tinyurl.com/2yxvm2of,0.8998455,0.21279775
https://www.bankandara.co.id/images/link_header_home/id/id/ppl/Confirmation/mmp/,https://tinyurl.com/23rzdsx6,tinyurl,https://www.ucl.edu/redirect?q=https://tinyurl.com/23rzdsx6,0.7855361,0.22845356
http://incaphum.com.mx//wp-includes/SimplePie/Parse/mail.php?email=jose@monkey.org,https://tinyurl.com/2379w4v9,tinyurl,https://secure.log.com/redirect?q=https://tinyurl.com/2379w4v9,0.11652226,0.10614955
http://www.bikesandmore.cl/wp-admin/jps/tope/index.php?email=jose@monkey.org,https://tinyurl.com/rZqvD2d,tinyurl_simulated,https://auth.pro.net/redirect?q=https://tinyurl.com/rZqvD2d,0.884477,0.15301006
https://redir-vmrqblck.vercel.app#jose@monkey.org,https://tinyurl.com/2cdryg8z,tinyurl,https://www.ucl.edu/redirect?q=https://tinyurl.com/2cdryg8z,0.8998455,0.21279775
http://61.151.247.39/erik/remove.asp,https://tinyurl.com/2xosygl5,tinyurl,https://www.ucl.edu/redirect?q=https://tinyurl.com/2xosygl5,0.8998455,0.21279775
https://ipfs.io/ipfs/QmNmagLzoGk6LYaAFaqFjJqfsBqxQmtdwSYyKiS2fTqoCf?filename=webauto.html#jose@monkey.org,https://tinyurl.com/1pBLjFb,tinyurl_simulated,https://auth.pro.net/redirect?q=https://tinyurl.com/1pBLjFb,0.884477,0.15301006
https://wetransfer.com/legal/terms?utm_campaign=WT_email_tracking&amp;utm_content=general&amp;utm_medium=legal_link&amp;utm_source=notify_recipient_email,https://tinyurl.com/25aal42b,tinyurl,https://secure.log.com/redirect?q=https://tinyurl.com/25aal42b,0.55053484,0.1757885
https://apiservices.krxd.net/click_tracker/track?kxconfid=whjxbtb0h&amp;kxcampaignid=P.C.C-Class.W206.L.MI&amp;kxplacementid=module2findmycar&amp;kxbrand=MB&amp;clk=https://rb.gy/z0ol0s#am9zZUBtb25rZXkub3Jn,https://tinyurl.com/25t63zcm,tinyurl,https://www.ucl.edu/redirect?q=https://tinyurl.com/25t63zcm,0.5686305,0.3704006
http://us.rd.yahoo.com/mail_us/taglines/postman5/*http://us.rd.yahoo.com/evt=39666/*http://beta.messenger.yahoo.com,https://tinyurl.com/2yg9dwuq,tinyurl,https://secure.log.com/redirect?q=https://tinyurl.com/2yg9dwuq,0.8998455,0.11569963
