number_of_text_plain_sections,number_of_text_html_sections,number_of_image_sections,number_of_application_sections,ratio_text_plain_to_any_text_sections,length_of_text_in_text_html_section,index_charset_first_sec,num_unique_charset,num_standart_header,num_in_reply_to,num_received,exist_x_mailer,exist_user_agent,mime_version,case_var_MV,length_message_id,ascii_boundary_char,existence_of_domain,is_id_part_hex,is_id_part_decimal,existence_of_dots_in_id_part,existence_of_special_chars_in_id_part,is_domain_part_hex,is_domain_part_decimal,existence_of_dots_in_domain_part,existence_of_special_chars_in_domain_part,num_From_header_tags_in_thread,num_ofToheader_tags_in_thread,num_ofunique_To_addresses_in_thread,num_ofunique_Reply-To_addresses_in_thread,num_ofuniquedomains_in_all_email_addresses,ratio_unique_To_domains_to_unique_domains_in_all_addresses,num_Cc_addresses,num_Bcc_addresses,num_of_Sender_addresses,IsReturn_Path_identical_to_Reply_To,num_ofTo_domains_identical_to_From_domain,num_ofCc_domains_identical_to_From_domain,num_ofBcc_domains_identical_to_From_domain,IsFrom_domain_same_as_Reply-To_domain,IsFrom_domain_same_as_Return-Path_domain,IsFrom_entity_bracketed,IsTo_entity_bracketed,len_first_boundary,boundary_start_with_=,exist_=_middle_boundary,exist_underscore_boundary,exist_dot_boundary,exist_other_special_char_boundary,boundary_hexadecimal,boundary_decimal,depht_DOM_tree,num_DOM_leaf,num_unique_DOM_leaf,mean_DOM_leaf_depths,standart_dev_DOM_depths,num_email_addresses_in_html_section,num_a_tags,num_URLs_in_html_section,ratio_unique_domains_to_domains_of_allURLs_in_anytags,length_style,exist_direction,exist_JS,label,email_id,index
1,0,0,0,1.0,0,1,1,8,0,0,0,0,1,1,43,64,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,<13980078.1075862392244.JavaMail.evans@thyme>,38
0,1,0,0,0.0,0,1,1,8,0,4,0,0,1,0,45,64,1,1,0,1,0,0,0,1,0,1,1,1,0,2,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,11,5,5.2727272727272725,1.212878551284212,2,1,2,1.0,1350,0,0,1,<20190429053625.01E71F763D93E037@zdravushka.by>,39
1,0,0,0,1.0,0,-1,0,6,0,3,0,0,0,0,45,64,1,0,0,1,0,0,0,1,0,1,1,1,0,1,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,<200209261532.g8QFWVg25163@dogma.slashnull.org>,40
0,1,0,0,0.0,0,1,1,8,0,4,0,0,1,0,51,64,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17,36,9,13.416666666666666,5.029772471107526,2,1,0,0.0,0,0,0,1,<000043de651d$000038c1$00005639@mfwjs01.mfw.is.co.za>,41
1,0,0,0,1.0,0,1,1,5,0,0,1,0,0,0,54,64,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,<196.1.186.22.310973035.1146343696@webmail.katamail.com>,42
1,0,0,0,1.0,0,-1,0,5,0,7,0,0,0,0,54,64,1,1,0,1,0,0,0,1,1,1,1,1,0,2,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,<20020902220538.BA80F9F8B9@belphegore.hughes-family.org>,43
0,1,1,0,0.0,0,1,1,7,0,1,0,0,1,0,40,64,1,1,0,1,0,0,0,1,0,1,1,1,0,2,0.5,0,0,0,0,0,0,0,0,0,1,0,41,0,1,1,1,0,0,0,14,28,8,9.785714285714286,4.522618890936209,0,9,2,1.0,1377,0,0,1,<20220406093347.95D59D52037B1085@coin.com>,44
1,0,0,0,1.0,0,1,1,7,0,8,0,1,1,0,32,64,1,1,0,1,0,0,0,1,0,1,1,1,0,2,0.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,<20020730112811.A32231@wanadoo.fr>,45
0,1,0,0,0.0,0,1,1,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,19,3,2.8947368421052633,0.3068922049918579,0,1,1,1.0,0,0,0,1,,46
1,0,0,0,1.0,0,1,1,8,0,9,0,1,1,0,36,64,1,0,0,1,1,0,0,1,0,1,1,1,1,2,0.5,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,<BA1003E1.21E85%lcolema1@maine.rr.com>,47
1,0,0,0,1.0,0,1,1,8,0,0,0,0,1,1,42,64,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1.0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,<6645567.1075846179677.JavaMail.evans@thyme>,48
1,0,0,0,1.0,0,1,1,8,0,6,0,0,1,0,26,64,1,1,1,0,1,0,0,0,0,1,1,1,0,2,0.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,<4122-2200285221641370@R2D2>,49
1,0,0,0,1.0,0,1,1,8,0,0,0,0,1,1,43,64,1,0,0,1,0,0,0,0,0,1,1,72,0,39,0.9743589743589743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,<16428825.1075855483202.JavaMail.evans@thyme>,50
1,0,0,0,1.0,0,1,1,8,0,0,0,0,1,1,43,64,1,0,0,1,0,0,0,0,0,1,1,185,0,1,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,<11845090.1075841723905.JavaMail.evans@thyme>,51
1,1,0,1,0.5,0,1,1,7,0,5,0,0,1,0,51,64,1,1,0,0,0,0,0,1,0,1,1,1,0,2,0.5,0,0,0,0,0,0,0,0,0,0,0,35,0,0,1,0,0,1,0,7,20,2,6.3,1.3076696830622023,0,0,0,0.0,26,0,0,1,<ebd7e94a3042a15b926f4a2a6447148d@roten852.verio.com>,52
1,0,0,0,1.0,0,1,1,7,0,4,1,0,1,1,42,64,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,<200208292027.g7TKRglY045677@hyperphase.net>,53
1,0,0,0,1.0,0,1,1,8,0,0,0,0,1,1,43,64,1,0,0,1,0,0,0,0,0,1,1,14,0,13,0.9230769230769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,<11734035.1075857195850.JavaMail.evans@thyme>,54
0,1,0,0,0.0,0,1,1,8,0,2,0,0,1,0,80,64,1,1,0,0,1,0,0,1,0,1,1,1,1,2,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,33,29,9,17.137931034482758,12.974043418145841,0,7,13,0.7692307692307693,9197,0,0,0,<0100018a843585f7-06c4342a-2e77-44a5-a2c2-48ab830d9bdb-000000@email.amazonses.com>,55
1,1,0,0,0.5,0,1,1,8,0,0,0,0,1,0,54,64,1,0,0,1,0,0,0,1,0,1,1,1,1,3,0.3333333333333333,0,0,0,0,0,0,0,0,0,1,0,29,0,1,0,0,1,0,0,5,120,4,3.9583333333333335,0.2379017070603366,3,0,1,1.0,130,0,0,1,<20060405024714.73473.qmail@web38311.mail.mud.yahoo.com>,56
1,0,0,0,1.0,0,1,1,8,0,0,1,0,1,0,33,64,1,0,0,1,0,0,0,1,0,1,1,1,1,3,0.3333333333333333,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,<200404010430.i314UVeE016180@cs.CU>,57
1,1,0,0,0.5,0,1,1,7,0,4,1,0,1,0,34,64,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0.0,0,0,0,0,0,0,0,0,0,1,0,41,0,1,1,1,0,0,0,6,31,4,3.2903225806451615,0.8498025724077091,4,3,1,1.0,0,0,0,1,<003a01c24d19$f7f142e0$010ea8c0@amy>,58
1,0,0,0,1.0,0,1,1,7,0,5,1,0,1,0,37,64,1,1,0,0,1,0,0,0,0,1,1,1,1,2,0.5,0,0,0,0,0,0,0,0,0,0,0,41,0,1,1,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,<023c33c46c3c$5555b5a1$0ab57ad8@alpasn>,59
1,1,0,0,0.5,0,1,1,7,0,2,0,0,1,0,48,64,1,0,0,1,0,0,0,1,0,1,1,1,0,2,0.5,0,0,0,0,0,0,0,0,0,1,0,27,1,1,0,0,0,1,1,7,14,7,5.142857142857143,1.5971914124998496,1,1,1,1.0,1882,0,0,1,<201609290239.u8T2YX4X001109@www233b.sakura.ne.jp>,60
1,0,0,0,1.0,0,-1,0,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,,61
1,0,0,0,1.0,0,1,1,8,0,0,0,0,1,1,42,64,1,0,0,1,0,0,0,0,0,1,1,3,0,2,0.5,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,<9515745.1075857216940.JavaMail.evans@thyme>,62
1,0,0,0,1.0,0,1,1,8,0,0,0,0,1,0,40,64,1,0,0,1,0,0,0,1,0,1,1,1,0,1,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,<200407151045.i6FAj2fd013497@smtp.eecs.UM>,63
1,0,0,0,1.0,0,1,1,8,0,0,0,0,1,1,43,64,1,0,0,1,0,0,0,0,0,1,1,32,0,1,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,<19411658.1075841988492.JavaMail.evans@thyme>,64
1,0,0,0,1.0,0,1,1,8,0,0,0,0,1,0,43,64,1,0,0,1,0,0,0,1,0,1,1,1,0,1,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,<200602181822.k1IIMfKM027376@panther.mail.UM>,65
0,1,0,0,0.0,0,1,1,7,0,5,1,0,1,0,43,64,1,0,0,0,0,0,0,1,1,1,1,1,1,3,0.3333333333333333,0,0,1,0,0,0,0,0,0,0,0,36,0,0,1,0,1,0,0,12,12,4,10.166666666666666,1.1426091000668406,0,1,0,0.0,0,0,0,1,<0H3100571CM3PH@VL-MS-MR005.sc1.videotron.ca>,66
1,0,0,0,1.0,0,1,1,8,0,9,1,0,1,0,53,64,1,1,0,0,1,0,0,1,0,1,1,1,1,2,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,<010601c29566$7e5fde10$d6a201d5@computing.dundee.ac.uk>,67
1,0,0,0,1.0,0,1,1,8,0,0,0,0,1,1,42,64,1,0,0,1,0,0,0,0,0,1,1,1,0,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,<3212752.1075846671380.JavaMail.evans@thyme>,68
1,1,0,0,0.5,0,1,2,7,0,4,1,0,1,0,47,64,1,1,0,0,1,0,0,1,0,1,1,1,0,2,0.5,0,0,0,0,0,0,0,0,0,1,0,42,0,1,1,1,0,0,0,15,61,10,11.131147540983607,3.0754203222583296,5,5,19,0.3157894736842105,0,0,0,1,<64caa01c25762$1f3406b0$6b01a8c0@insuranceiq.com>,69
0,1,0,0,0.0,0,1,1,8,0,1,0,0,1,0,43,64,1,1,0,1,0,0,0,1,0,1,1,1,0,2,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,20,6,9.6,3.826225293941798,2,1,1,1.0,729,0,0,1,<20180829050713.14BB1229ABDDB5BB@servers.com>,70
1,0,0,0,1.0,0,1,1,8,0,0,0,0,1,1,42,64,1,0,0,1,0,0,0,0,0,1,1,7,0,1,1.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,<1747194.1075858627132.JavaMail.evans@thyme>,71
