index,email_id,structure_proba,label
141,<BAY15-F944365909A9DBE5D58CC6B9130@phx.gbl>,0.9978752,1
142,,0.99883634,1
143,<200207190806.g6J86er20831@www>,0.9741039,1
144,,0.9988165,1
145,,0.9995435,1
146,<8856118.1075846976423.JavaMail.evans@thyme>,0.0045548053,0
147,<00005e364559$00001018$00007ca5@mx05.hotmail.com>,0.9931178,1
148,<10198433.1075854496187.JavaMail.evans@thyme>,0.0073899943,0
149,<Pine.LNX.4.33.0207221409350.23228-100000@watcher.mithral.com>,0.005450973,0
150,,0.9993297,1
151,<26106062.1075840412732.JavaMail.evans@thyme>,0.0073899943,0
152,<BAY113-F1AA36252514628732D28A80620@phx.gbl>,0.9974299,1
153,<15187478.1075855034553.JavaMail.evans@thyme>,0.012144196,0
154,<3563843.1026434225596.JavaMail.root@abv-sfo1-ac-agent2>,0.018938616,0
155,<32330612.1075853134344.JavaMail.evans@thyme>,0.0051467917,0
156,<0996925213.0268782538@mail.et.se>,0.7867916,1
157,<23987978.1075858627844.JavaMail.evans@thyme>,0.0073899943,0
158,<E17jzyr-00072w-00@carbon>,0.058732092,0
159,<7618699.1075846283508.JavaMail.evans@thyme>,0.019610437,0
160,<18968648.1075841767260.JavaMail.evans@thyme>,0.0073899943,0
161,<E17ytUl-0005ta-00@rhenium.btinternet.com>,0.07946013,0
162,<23342843.1075863592257.JavaMail.evans@thyme>,0.019610437,0
163,<F199z1InqBHxQUnsq7Z00022236@hotmail.com>,0.17999369,0
164,<1362.82.128.3.176.1163456918.U0MUQ2BKTU16RQ==.squirrel@82.128.3.176>,0.9923574,1
165,<29912783.1075855165211.JavaMail.evans@thyme>,0.0051467917,0
166,<20230511225321.1AE094FED5314965@palmachine.com>,0.9962574,1
167,<28558700.1075854935380.JavaMail.evans@thyme>,0.019610437,0
168,<45751.212.52.139.61.1142673996.sunumail@www.sunumail.sn>,0.9706663,1
169,<177f375e45.44d7a53c@intelnet.net.gt>,0.99895525,1
170,<20170613074745.72193ACE810631AF@staff.admin.us>,0.99795157,1
171,<BAY115-F1450AD433752E3821EF39C824B0@phx.gbl>,0.99711037,1
172,<15321120.1075844536442.JavaMail.evans@thyme>,0.0073899943,0
173,<9sbf.jke5etdj@earthlink.net>,0.97280157,1
174,<8353534.1075859947454.JavaMail.evans@thyme>,0.0073899943,0
175,<20190109055344.920D26A409BDEED9@gmail.com>,0.99586993,1
176,<24850377.1075846809426.JavaMail.evans@thyme>,0.0073899943,0
177,<20211229081713.477415c11f5df372@selfserviceib.com>,0.9410994,1
178,<200210010801.g9181YK15652@dogma.slashnull.org>,0.071707666,0
179,<20240316150649.44dc0fcdccf1250b@cio56239.tryhackme.com>,0.061400235,0
180,<12913521.1075860883927.JavaMail.evans@thyme>,0.0034170875,0
181,<20060420151232.83914.qmail@web18512.mail.tpe.yahoo.com>,0.9973857,1
182,<Pine.LNX.4.44.0202070901400.10534-100000@dtd.drea.lan>,0.011839015,0
183,<20220805075553.8C50C6DEC3A842CC@toqone.shop>,0.99003905,1
184,<1933413.1075858587392.JavaMail.evans@thyme>,0.00841842,0
185,<200209290801.g8T81Vg03488@dogma.slashnull.org>,0.071707666,0
186,<20020816214925.B10958@prodigy.Redbrick.DCU.IE>,0.002669001,0
187,<20386505.1075847008341.JavaMail.evans@thyme>,0.0034170875,0
188,<173255316739.7752.5017717011997242901@04.ds.doucsign.com>,0.9694453,1
189,<006a83e56e0c$5852c1e8$5bb85ae3@humcbb>,0.9968491,1
190,<eJvg7dgUT9mIBcEUkPoy4Q@geopod-ismtpd-38>,0.0032586434,0
191,<20020806141327.C18018@ie.suberic.net>,0.003313364,0
192,<UrGaTn08TYiAvF6-_YLztg@geopod-ismtpd-1>,0.0071748677,0
193,,0.9996257,1
194,<97081B7BFB6BD62A1680DE832CEEFFE3EC0CC968C2B236D9-fba2b110d95b4d83a4345d89fe874eff@dev.circularhub.ch>,0.055919807,1
195,<JJT-PB17SURWNAGvq7t0000d97c@jjt-pb17surwnag.JINJIANGTOWER.COM>,0.96353155,1
196,<25478026.1075856367340.JavaMail.evans@thyme>,0.012144196,0
197,<27746690.1075855527563.JavaMail.evans@thyme>,0.005962651,0
198,<200602160332.k1G3WpZ5005918@fan.mail.UM>,0.9974808,1
199,<2194236c1295fc9cdeefd6e63937a19e@www1.mail.post.cz>,0.97585744,1
200,<17996764.1075857593966.JavaMail.evans@thyme>,0.0073899943,0
201,<200210100804.g9A84AK14158@dogma.slashnull.org>,0.071707666,0
202,<2b82e7fbe727943907a9727bd1f83d39@62.113.238.144>,0.9362574,1
203,<01d001c24282$06c4aed0$640a000a@golden>,0.11337992,0
204,,0.99285465,0
205,<HORIZONDC12yQgeDKvP000002df@HORIZONDC12.horizon.local>,0.9922442,1
206,<200407071710.i67HA2N3027378@oilandwater.mr.itd.UM>,0.99755776,1
207,<12687875.1075849670164.JavaMail.evans@thyme>,0.0073899943,0
208,<29444893.1075840766620.JavaMail.evans@thyme>,0.019610437,0
209,<200207280048.g6S0mEp32660@mandark.labs.netnoteinc.com>,0.9948474,1
210,<000076161b3b$000005a7$00005db9@mx06.hotmail.com>,0.9863623,1
211,<200209250800.g8P80LC18073@dogma.slashnull.org>,0.071707666,0
212,<22059673.1075846242471.JavaMail.evans@thyme>,0.0073899943,0
213,<24437990.1075841831103.JavaMail.evans@thyme>,0.0073899943,0
214,<1d8ae551d873bb.1d873bb1d8ae55@123mail.cl>,0.9944042,1
215,<E1030004-17044E0D68D92C24-4371C533@shopify.com>,0.34408197,1
216,<15938320.1075851919065.JavaMail.evans@thyme>,0.0073899943,0
217,<21108295.1075855640416.JavaMail.evans@thyme>,0.0073899943,0
218,<200207190409.g6J49GF18257@saturn.kagi.com>,0.16926591,1
219,<31245517.1075840020444.JavaMail.evans@thyme>,0.0038386541,0
220,<681b832ba61ad3122b22828bac8a123d@goldinalsincz.com>,0.9760696,1
221,<357003.1075846772262.JavaMail.evans@thyme>,0.013160234,0
222,<1028109668.2410.1.camel@demuslinux>,0.00863636,0
223,<20191028050238.4FFAE6C4076@smtp1.caltech.edu>,0.9973316,1
224,,0.99773055,1
225,<29069595.1075847784008.JavaMail.evans@thyme>,0.005569909,0
226,<20250307143528.567aa6cc2d5bdf9b@cio56239.tryhackme.com>,0.006963904,0
227,<200407310556.i6V5u8LS013186@oilandwater.mr.itd.UM>,0.99528754,1
228,<1030763168.15592.1.camel@localhost.localdomain>,0.009530319,0
229,<00007e610327$00000908$00007049@mx02.alltel.net>,0.7820912,1
230,<020e01c253cf$a2009cc0$14c9a8c0@mail2world.com>,0.95590967,1
231,<31794699.1075845982231.JavaMail.evans@thyme>,0.004582224,0
232,<9f46feb1a6a746668bd683c7aac2956e@docusign.net>,0.86327785,1
233,<20020828161557.950A8A3CB0@belphegore.hughes-family.org>,0.07651918,0
234,<20240312120044.517100AEDF5E70D7@94loveyou.com>,0.98676425,1
235,<200503240840.j2O8euSE014983@casino.mail.UM>,0.99513936,1
236,<20180919132055.46A8F047C09B9C0C@fedex.com>,0.98757625,1
237,<auto-000000251190@marinorg.net>,0.9986223,1
238,<1968.196.3.63.252.1177892809.sunumail@www.sunumail.sn>,0.9980641,1
239,<000e03b61c4a$5854a6d3$4da22ed0@wtntja>,0.8266582,1
240,<B0000877951@msdmail.co.kr>,0.6692867,1
241,<32452683.1075860498345.JavaMail.evans@thyme>,0.0045548053,0
242,<20020907135257.7E5CBC44D@argote.ch>,0.13172834,0
243,<E17v8Mw-0004eS-00@pmenage-dt.ensim.com>,0.008141326,0
244,<18743911.1075841634301.JavaMail.evans@thyme>,0.0073899943,0
245,,0.99883634,1
246,<200207101322.g6ADMHs25188@inet-mail6.oracle.com>,0.50232214,0
247,<200608041052.k74AqYIG020060@flawless.mail.UM>,0.9974808,1
248,<200209250803.g8P83hC18346@dogma.slashnull.org>,0.071707666,0
249,<200407021900.i62J0Nfp028537@cs.CU>,0.9658445,1
250,<20060426155317.63303.qmail@web38306.mail.mud.yahoo.com>,0.99770904,1
251,,0.9989442,1
252,<200207232235.g6NMZ6J52307@locust.minder.net>,0.98950815,1
253,<26068270.1075845926051.JavaMail.evans@thyme>,0.0073899943,0
254,<26763570.1075857150199.JavaMail.evans@thyme>,0.019610437,0
255,<HFfMpQzNQnu0Nw7RNE5s1Q@geopod-ismtpd-34>,0.0037107894,0
256,<200209250800.g8P80KC18064@dogma.slashnull.org>,0.071707666,0
257,<20160519134651.D3383108D1F6AE56@approject.com>,0.9922741,1
258,<26844661.1075858417930.JavaMail.evans@thyme>,0.019610437,0
259,<20021002233617.18C50EA0A@petting-zoo.net>,0.23716809,0
260,<20020828135844.C27501BE9F@oak.ein.cz>,0.21941729,1
261,<49211.213.185.125.243.1135805828.squirrel@webmail.irishost.net>,0.9919185,1
262,<20020902121145.46994.qmail@web21503.mail.yahoo.com>,0.9462048,1
263,<B99C0020.1411192@[207.164.167.226]>,0.20518802,0
264,<20060224123800.38096.qmail@web37814.mail.mud.yahoo.com>,0.99724823,1
265,<BCEFLMCEIJHPCPLGADJICEDPCAAA.kialllists@redpie.com>,0.2274006,0
266,<1033049049.16162.TMDA@deepeddy.vircio.com>,0.0027602594,0
267,<5071846.1075855106781.JavaMail.evans@thyme>,0.0073899943,0
268,<mid-128610222209041558447069021253060809828@k3.send.fableengland.com>,0.018356651,0
269,<NDBBJPAGKLCMDEIEKOPBEELJIKAA.mailinglists@websitemanagers.com.au>,0.001891853,0
270,<30042002543022217270@hotmail.com>,0.84567696,1
271,<O5f9RItKTl-H1AwYPyO3RA@geopod-ismtpd-25>,0.0023793061,0
272,<202209301550.28UFAZ4x039162@smtp-02.solarus.net>,0.9964735,1
273,<29062266.1075841045643.JavaMail.evans@thyme>,0.0073899943,0
274,<1027514196.1653.12.camel@localhost.localdomain>,0.008804274,0
275,<F99F09AB-FFDF-4D5B-A7D5-8BE8E6DB66E7@WINDFLOWER.arvixe.com>,0.99520016,1
276,<200205202152.g4KLqMu23573@pac9.westernbarge.com>,0.86635643,1
277,<xkksUzv7Tk2kbiLwsFAVug@geopod-ismtpd-4-6>,0.017260272,0
278,,0.9988165,1
279,<10400034.1075856451152.JavaMail.evans@thyme>,0.019610437,0
280,<30977716.1075854708125.JavaMail.evans@thyme>,0.0045548053,0
281,<89915899E9FD4082A2A8F773DF560D2C@MYi5>,0.8416328,1
282,<200305092017.h49KHCu10931@truecrime.mr.itd.UM>,0.9974808,1
283,<32194286.1075852361472.JavaMail.evans@thyme>,0.0038386541,0
284,<J1H9RZ$165002C8B62E0DF196ACFD72B35340DF@terra.com.mx>,0.99641514,1
285,<200412280912.iBS9CVIc014138@casino.mail.UM>,0.99862206,1
286,<201505061527.t46FQxFR016476@rx-csb2.smtp.ucla.edu>,0.99456584,1
287,<14585170.1075843075679.JavaMail.evans@thyme>,0.012144196,0
288,<001501c71255.8ec2ce00.a98bc0a8@hernando>,0.89325655,1
289,<20040518211726.58767.qmail@web41215.mail.yahoo.com>,0.97702503,1
290,<20020721231953.D22357@Hobbiton.cod.ie>,0.0041579315,0
291,<0HPN006ZPYP9V9@clic.norwich.edu>,0.9257051,1
292,<200703140458.l2E4wXgm016991@mission.mail.UM>,0.99808097,1
293,<12276480.1075846288891.JavaMail.evans@thyme>,0.0073899943,0
294,<4uovondqnoh8.o8k7mZLoyQyjcVAqpbXgAQ2@tracking.goemt.org.br>,0.8402713,1
295,<15725.46293.831269.315365@12-248-11-90.client.attbi.com>,0.002915079,0
296,<20190205005644.A158CB1D7E357B73@qandil.se>,0.99123365,1
297,<10896002.1075840381090.JavaMail.evans@thyme>,0.0073899943,0
298,<006d43a82bde$1282b7c8$0ee22ab4@uyuerh>,0.9586618,1
299,<14279078.1068829827398.JavaMail.www@wwinf4004>,0.8111886,1
300,<596b8001.905d240a.c0d48.0bdeSMTPIN_ADDED_MISSING@mx.google.com>,0.7203402,1
301,<200602150421.k1F4LKZ5025906@fan.mail.UM>,0.9974808,1
302,<925bcc36b4621078c5d9@5>,0.9550437,1
303,<J29WY3$2164379D1F90F8C182870F715788CDF5@terra.com.mx>,0.99463177,1
304,<20190520232243.48BC9662723918F5@hotmail.com>,0.9799612,1
305,<1032817721.21925.54.camel@avalon>,0.0036486068,0
306,<41133-220025012135223220@c2235544-a>,0.8306018,1
307,<16472228.1075852333226.JavaMail.evans@thyme>,0.0073899943,0
308,<20070306222801.mby8r1ignh2qsg80@ozwebtraders.com>,0.9925788,1
309,<20061002073231.3C5B9C123@krusty.si.UM>,0.9937977,1
310,<25093115.1075848248976.JavaMail.evans@thyme>,0.0043939715,0
311,<9849061.1075859838982.JavaMail.evans@thyme>,0.019610437,0
312,<200503310313.j2V3D6SE009976@casino.mail.UM>,0.99343973,1
313,<3DA33AA1.1A724EF5@eecs.berkeley.edu>,0.2426524,0
314,<19693327.1075847298001.JavaMail.evans@thyme>,0.0073899943,0
315,<EXCHANGE-1hFpsBsoWs0002447b@EXCHANGE-1.8thfloor-oh.com>,0.9310687,1
316,<200603131020.k2DAKPWf005510@opus.cs.CU>,0.9988708,1
317,<20020820112304.GE14073@jinny.ie>,0.00067663135,0
318,<20190312183637.81569440BEA24044@bags-groundservices.com>,0.98711896,1
319,<200209261528.g8QFSsg24514@dogma.slashnull.org>,0.071707666,0
320,<20241227152557.192a3efd2029a60f@cio56239.tryhackme.com>,0.007160595,0
321,<Pine.LNX.4.44.0208162027050.4223-100000@skynet>,0.001537164,0
322,,0.98703253,1
323,<29480411.1075848247769.JavaMail.evans@thyme>,0.0073899943,0
324,<20030724040629.8DEAAC306@krusty.si.UM>,0.9975038,1
325,<20211230010829708846@cmdsxjy.cn>,0.9557958,1
326,<29579273.1075852361111.JavaMail.evans@thyme>,0.0051467917,0
327,<200311250637.hAP6bOU7002695@cs.CU>,0.99683446,1
328,<8094349.1075852519764.JavaMail.evans@thyme>,0.0073899943,0
329,<trkaPg6Tvn$82.128.3.44$.44a98806.3a5ff.3cd7.1656@navaho.onspeed.com>,0.9923574,1
330,<20231212220703.52BD1CBC035389A0@wodoly.com>,0.9622274,1
331,<be9393f3630f4776afdd737d45027afa@docusign.net>,0.86327785,1
332,<200206062015.g56KFZP30117@xum4.xumx.com>,0.9154895,1
333,<200210020803.g92839K31835@dogma.slashnull.org>,0.071707666,0
334,<75537519-b619-4583-9bf1-9b10c55551d7@atl1s07mta1813.xt.local>,0.0036452473,0
335,<Pine.LNX.4.33.0209260102140.17974-100000@bridget.crompton.com>,0.03887169,0
336,<200207221753.MAA16497@einstein.ssz.com>,0.20375085,1
337,<E17np0M-0007R0-00@usw-sf-list1.sourceforge.net>,0.9821792,1
338,<web-203045125@mail01.infosat.net>,0.99788624,1
339,<rERXFn89Q6-O4VQWd1HJZw@geopod-ismtpd-9>,0.0035955426,0
340,<18933806.1075859220600.JavaMail.evans@thyme>,0.0043939715,0
341,<200607110945.k6B9jTmW010068@flawless.mail.UM>,0.99513936,1
342,<4uoofykr7aus.HPeLQ3AFoM8b2bc6rmt11Q2@tracking.unicornexpmail.shop>,0.7796859,1
343,<10556865.1075844195284.JavaMail.evans@thyme>,0.0117185395,0
344,<LNBBLJKPBEHFEDALKOLCCELKBCAB.tim.one@comcast.net>,0.01221675,0
345,<25573770.1075860507577.JavaMail.evans@thyme>,0.0073899943,0
346,<9235614.1075841927160.JavaMail.evans@thyme>,0.0073899943,0
347,<20191125000542.09F111487E2@zimbra.manager.kazar.com>,0.995856,1
348,<hLo_5lMRTgChOfMj6hyHbQ@geopod-ismtpd-4>,0.005334211,0
349,<opgjL2LHTMOa1eTsLUC_iw@geopod-ismtpd-canary-0>,0.0037202856,0
350,<E1sg4P8-0005p9-1w@emu.alicehosting.com.au>,0.94694245,1
351,<20170304183847.85BE55EC4544@mail.amf.de>,0.98904955,1
352,<web-1010158@bombka.dyn.pl>,0.9981838,1
353,<840a1208-e8e7-4b72-a450-5c56b646d806@iad4s13mta715.xt.local>,0.36287788,1
354,<20230904003740.231a3a928b649cc2@contactsnxt.dealtracker.us>,0.13820815,1
355,<5.1.0.14.0.20020801093741.00addec0@jidmail.nmcourts.com>,0.22947836,0
356,<200608070623.k776No57014391@awakenings.mail.UM>,0.99862206,1
357,<21798617.1075841980330.JavaMail.evans@thyme>,0.0073899943,0
358,<20041121030523.C62188D6@wmphpp08.st2.lyceu.net>,0.99732614,1
359,<0100017b7772a0ec-0689d259-a8ca-4b40-a77d-011c0a138c7d-000000@email.amazonses.com>,0.005926154,0
360,<9324017.1075847612151.JavaMail.evans@thyme>,0.005569909,0
361,<53964.137.43.13.22.1033983339.squirrel@squirrelmail.netsoc.ucd.ie>,0.0054576723,0
362,,0.99635553,1
363,<3093.41.243.139.37.1184236680.squirrel@74.53.225.178>,0.9980641,1
364,<26721361.1075860028496.JavaMail.evans@thyme>,0.019610437,0
365,<200408032040.i73KeGWP000526@smtp.eecs.UM>,0.99599385,1
366,<20050813153451.EA2DEC0A4@krusty.si.UM>,0.9937977,1
367,<1317957.1075860850040.JavaMail.evans@thyme>,0.019610437,0
368,<200512251417.jBPEH81S006444@faithful.mail.UM>,0.99863064,1
369,<200210080800.g9880XK06085@dogma.slashnull.org>,0.071707666,0
370,<SPAM-L%200608272300194450.0139@mail.apple.com>,0.9949121,1
371,<1042654447.3e25a4ef34d71@www.hknetmail.com>,0.98501325,1
372,<10626833.1075845628203.JavaMail.evans@thyme>,0.0043939715,0
373,<wfBjQRxkTFaUVY_0AueUcw@geopod-ismtpd-29>,0.0023793061,0
