index,email_id,phishing_probability,label
132,<9723516.1075859799071.JavaMail.evans@thyme>,0.003042337,0
133,<22543660.1075842413601.JavaMail.evans@thyme>,0.005179145,0
133,<200207191515.g6JFFnX02981@linux.local>,0.002089834,0
134,<21756346.1075852674350.JavaMail.evans@thyme>,0.001127536,0
134,<200512010300.jB130dEV012756@mission.mail.UM>,0.9984388,1
135,<E17yWaI-0000ef-00@rhenium.btinternet.com>,0.049437203,0
135,<29705222.1075845271513.JavaMail.evans@thyme>,0.0018246103,0
136,<3D407B58.3070102@barrera.org>,0.0038058718,0
136,<20020913191031.GH5897@kluge.net>,0.00040161848,0
137,<5538245.1075856797434.JavaMail.evans@thyme>,0.005179145,0
137,<Pine.LNX.4.44.0208220810280.13989-100000@aztec.zanshin.com>,0.001632318,0
138,<200505111531.j4BFVT2C029676@score.mail.UM>,0.9967043,1
138,<20231031141829.0538A75D8D367403@monkey.org>,0.99632084,1
139,<200209230521.BAA11218@blackcomb.panasas.com>,0.0056933253,0
139,<20020721064645.0039F294098@xent.com>,0.99646026,1
140,<F9lj99A9tN0DhtK8x9O0000290c@hotmail.com>,0.12821029,0
140,<20020906175623.D985EA4C92@belphegore.hughes-family.org>,0.04716583,0
141,<32614575.1075842418662.JavaMail.evans@thyme>,0.0012139156,0
141,<BAY15-F944365909A9DBE5D58CC6B9130@phx.gbl>,0.99826956,1
142,<5466806.1075854437289.JavaMail.evans@thyme>,0.0018246103,0
142,,0.99885654,1
143,<0A86C3BB-A24F-48EC-9B8D-A455E9E8D6BA@smtp.pmweb.com>,0.9990023,1
143,<200207190806.g6J86er20831@www>,0.9986085,1
144,,0.9988588,1
144,<20060321193530.c8auwaxh48ok48ow@webmail.onesite.com>,0.9989359,1
145,<wn_oIdeXTXO2b7PJalEPzA@ismtpd0006p1sjc2.sendgrid.net>,0.9917795,1
145,,0.99907,1
146,<4bf11b89-4645-4aaa-807e-857d2329b1e6@atl1s07mta1814.xt.local>,0.008838654,0
146,<8856118.1075846976423.JavaMail.evans@thyme>,0.0012139156,0
147,<00005e364559$00001018$00007ca5@mx05.hotmail.com>,0.9976483,1
147,<83.C6.44363.0356D956@jz.mta1vrest.cc.prd.sparkpost>,0.009146953,0
148,<10198433.1075854496187.JavaMail.evans@thyme>,0.0018246103,0
148,<20020201140356.A3308@Warthog.cg.shawcable.net>,0.0029791314,0
149,<Pine.LNX.4.33.0207221409350.23228-100000@watcher.mithral.com>,0.0037944014,0
149,<2681157.1029206339836.JavaMail.root@abv-sfo1-ac-agent1>,0.31449673,0
150,,0.99912983,1
150,<12831365.1075846002616.JavaMail.evans@thyme>,0.0038617032,0
151,<26106062.1075840412732.JavaMail.evans@thyme>,0.0018246103,0
151,<200207221517.g6MFHQi02159@dogma.slashnull.org>,0.4384776,0
152,<BAY113-F1AA36252514628732D28A80620@phx.gbl>,0.9983925,1
152,<20030527.234127.16521.72662@webmail10.nyc.untd.com>,0.98729473,1
153,<15187478.1075855034553.JavaMail.evans@thyme>,0.0034495723,0
153,<fbec5427-5093-4eb7-a28f-8920f4b73e77@atl1s07mta2930.xt.local>,0.024726616,0
154,<20020729032547.A5170@ie.suberic.net>,0.015981138,0
154,<3563843.1026434225596.JavaMail.root@abv-sfo1-ac-agent2>,0.0054680896,0
155,<CBB1BBDAD04ED6119CAE009027B8C58301DD7826@bryxmedc05.bray.ie.dell.com>,0.112472266,0
155,<32330612.1075853134344.JavaMail.evans@thyme>,0.0013593115,0
156,<5797216.1075858355472.JavaMail.evans@thyme>,0.0018246103,0
156,<0996925213.0268782538@mail.et.se>,0.8810259,1
157,<23987978.1075858627844.JavaMail.evans@thyme>,0.0018246103,0
157,<24159483.1075840992455.JavaMail.evans@thyme>,0.0035046188,0
158,<E17jzyr-00072w-00@carbon>,0.04778638,0
158,<20020905183321.GH4340@ifokr.org>,0.0012782789,0
159,<7618699.1075846283508.JavaMail.evans@thyme>,0.005179145,0
159,<Pine.BSO.4.44.0208230113400.8637-100000@crank.slack.net>,0.0007365759,0
160,<18968648.1075841767260.JavaMail.evans@thyme>,0.0018246103,0
160,<15813034.1075844924887.JavaMail.evans@thyme>,0.0018246103,0
161,<13600459.1075858090108.JavaMail.evans@thyme>,0.005179145,0
161,<E17ytUl-0005ta-00@rhenium.btinternet.com>,0.049437203,0
162,<29458826.1075843163311.JavaMail.evans@thyme>,0.0013593115,0
162,<23342843.1075863592257.JavaMail.evans@thyme>,0.005179145,0
163,<F199z1InqBHxQUnsq7Z00022236@hotmail.com>,0.12821029,0
163,<20714390.1075844513397.JavaMail.evans@thyme>,0.0018246103,0
164,<20060621195821.843CD966852@smtp.latinmail.com>,0.995905,1
164,<1362.82.128.3.176.1163456918.U0MUQ2BKTU16RQ==.squirrel@82.128.3.176>,0.9983987,1
165,<3D538D80.4000602@startechgroup.co.uk>,0.009906919,0
165,<29912783.1075855165211.JavaMail.evans@thyme>,0.0013593115,0
166,<3D64FB27.18538.63DEC17@localhost>,0.08894846,0
166,<20230511225321.1AE094FED5314965@palmachine.com>,0.9991105,1
167,<28558700.1075854935380.JavaMail.evans@thyme>,0.005179145,0
167,<20842974.1075843015441.JavaMail.evans@thyme>,0.005179145,0
168,<010c80e51c0a$2758c1e0$4ad86db6@ioqgor>,0.8633147,1
168,<45751.212.52.139.61.1142673996.sunumail@www.sunumail.sn>,0.9783554,1
169,<200210080800.g98805K06013@dogma.slashnull.org>,0.039693758,0
169,<177f375e45.44d7a53c@intelnet.net.gt>,0.99924684,1
170,<1027364125.22596.TMDA@deepeddy.vircio.com>,0.0010648156,0
170,<20170613074745.72193ACE810631AF@staff.admin.us>,0.999141,1
171,<BAY115-F1450AD433752E3821EF39C824B0@phx.gbl>,0.99845636,1
171,,0.9994062,1
172,<10601885.1075857652973.JavaMail.evans@thyme>,0.0018246103,0
172,<15321120.1075844536442.JavaMail.evans@thyme>,0.0018246103,0
173,<20231012040521.2A53A409EB06706C@cumpanis.cfd>,0.9991774,1
173,<9sbf.jke5etdj@earthlink.net>,0.9731568,1
174,<mid-112380296118442614711139142767996851300@k3.send.fableengland.com>,0.027553674,0
174,<8353534.1075859947454.JavaMail.evans@thyme>,0.0018246103,0
175,<21712177.1075844262686.JavaMail.evans@thyme>,0.0013593115,0
175,<20190109055344.920D26A409BDEED9@gmail.com>,0.99902654,1
176,<Pine.BSF.4.44.0208221259380.24381-100000@server1.shellworld.net>,0.04916404,0
176,<24850377.1075846809426.JavaMail.evans@thyme>,0.0018246103,0
177,<200205071208.g47C8JD12826@mandark.labs.netnoteinc.com>,0.9994702,1
177,<20211229081713.477415c11f5df372@selfserviceib.com>,0.997056,1
178,<aRlML4nMRWqzi3Q5WnS7nw@geopod-ismtpd-24>,0.004328799,0
178,<200210010801.g9181YK15652@dogma.slashnull.org>,0.039693758,0
179,<1243826.1075860054529.JavaMail.evans@thyme>,0.0018246103,0
179,<20240316150649.44dc0fcdccf1250b@cio56239.tryhackme.com>,0.13684626,0
180,<3895338.1075841598194.JavaMail.evans@thyme>,0.0009042106,0
180,<12913521.1075860883927.JavaMail.evans@thyme>,0.0010703258,0
181,<8243149.1075858611652.JavaMail.evans@thyme>,0.003578481,0
181,<20060420151232.83914.qmail@web18512.mail.tpe.yahoo.com>,0.9982426,1
182,<19226081.1075845198048.JavaMail.evans@thyme>,0.005179145,0
182,<Pine.LNX.4.44.0202070901400.10534-100000@dtd.drea.lan>,0.009949835,0
183,<20220805075553.8C50C6DEC3A842CC@toqone.shop>,0.99767476,1
183,<758546.1075844816575.JavaMail.evans@thyme>,0.006431356,0
184,<1933413.1075858587392.JavaMail.evans@thyme>,0.001127536,0
184,<5780619972.20020905101703@sandy.ru>,0.0032592353,0
185,<200209290801.g8T81Vg03488@dogma.slashnull.org>,0.039693758,0
185,<27715551.1075861332005.JavaMail.evans@thyme>,0.0013593115,0
186,<20020816214925.B10958@prodigy.Redbrick.DCU.IE>,0.0026254635,0
186,<01000180412e594f-1e6df1b1-9290-48da-9636-b0243fb3fdd1-000000@email.amazonses.com>,0.008015428,0
187,<20386505.1075847008341.JavaMail.evans@thyme>,0.0010703258,0
187,<3D9E1CFE.6020405@endeavors.com>,0.011817508,0
188,<173255316739.7752.5017717011997242901@04.ds.doucsign.com>,0.98984325,1
188,<200602131339.k1DDdfRg031557@jacknife.mail.UM>,0.99742436,1
