number_of_text_plain_sections,number_of_text_html_sections,number_of_image_sections,number_of_application_sections,ratio_text_plain_to_any_text_sections,length_of_text_in_text_html_section,index_charset_first_sec,num_unique_charset,num_standart_header,num_in_reply_to,num_received,exist_x_mailer,exist_user_agent,mime_version,case_var_MV,length_message_id,ascii_boundary_char,existence_of_domain,is_id_part_hex,is_id_part_decimal,existence_of_dots_in_id_part,existence_of_special_chars_in_id_part,is_domain_part_hex,is_domain_part_decimal,existence_of_dots_in_domain_part,existence_of_special_chars_in_domain_part,num_From_header_tags_in_thread,num_ofToheader_tags_in_thread,num_ofunique_To_addresses_in_thread,num_ofunique_Reply-To_addresses_in_thread,num_ofuniquedomains_in_all_email_addresses,ratio_unique_To_domains_to_unique_domains_in_all_addresses,num_Cc_addresses,num_Bcc_addresses,num_of_Sender_addresses,IsReturn_Path_identical_to_Reply_To,num_ofTo_domains_identical_to_From_domain,num_ofCc_domains_identical_to_From_domain,num_ofBcc_domains_identical_to_From_domain,IsFrom_domain_same_as_Reply-To_domain,IsFrom_domain_same_as_Return-Path_domain,IsFrom_entity_bracketed,IsTo_entity_bracketed,len_first_boundary,boundary_start_with_=,exist_=_middle_boundary,exist_underscore_boundary,exist_dot_boundary,exist_other_special_char_boundary,boundary_hexadecimal,boundary_decimal,depht_DOM_tree,num_DOM_leaf,num_unique_DOM_leaf,mean_DOM_leaf_depths,standart_dev_DOM_depths,num_email_addresses_in_html_section,num_a_tags,num_URLs_in_html_section,ratio_unique_domains_to_domains_of_allURLs_in_anytags,length_style,exist_direction,exist_JS,label,email_id,index
1,0,0,0,1.0,0,1,1,8,0,0,0,0,1,1,43,64,1,0,0,1,0,0,0,0,0,1,1,5,0,1,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,<12927168.1075840356488.JavaMail.evans@thyme>,10
1,0,0,0,1.0,0,1,1,8,0,0,0,0,1,1,43,64,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,<24317656.1075857614033.JavaMail.evans@thyme>,11
1,0,0,0,1.0,0,-1,0,5,0,4,0,0,0,0,33,64,1,0,0,1,0,0,0,1,0,1,1,1,1,3,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,<200107291534.LAA82720@nonline.net>,12
1,1,0,0,0.5,0,1,1,7,0,3,0,0,1,0,75,64,1,0,0,0,0,1,0,0,0,1,1,1,0,2,0.5,0,0,0,0,0,0,0,0,0,1,0,45,0,0,1,0,0,0,0,7,18,7,3.8333333333333335,1.2133516482134197,0,1,2,1.0,1988,0,0,1,<Kshiwjj7N54h0HRuD6pcCkx78jQtBaCAA1dTXgMZAU@3e6ea8adbbdb21eafc4e5a45f616503d>,13
1,0,0,0,1.0,0,1,1,7,0,8,0,1,1,0,28,64,1,0,0,1,0,0,0,1,0,1,1,1,1,2,0.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,<20020810005844.GA652@calm.mc>,14
1,0,0,0,1.0,0,1,1,7,0,11,1,0,1,0,40,64,1,0,0,1,0,0,0,1,0,1,1,1,1,2,0.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,<200207251406.g6PE6gV24296@houston.rr.com>,15
1,0,0,0,1.0,0,1,1,8,0,0,1,0,1,0,42,64,1,0,0,1,0,0,0,1,0,1,1,1,1,3,0.3333333333333333,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,<200403270413.i2R4CubU008353@fate.mr.itd.UM>,16
0,1,0,0,0.0,0,-1,0,8,0,1,0,0,1,0,42,64,1,1,0,1,0,0,0,1,0,1,1,1,0,1,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,20,7,4.9,1.7291616465790582,3,4,4,0.5,1734,0,0,1,<20230510080727.C2872079692A9C2E@monkey.org>,17
2,1,0,0,0.6666666666666666,0,1,1,7,0,1,0,0,1,0,84,64,1,1,0,0,1,0,0,1,1,1,1,1,0,2,0.5,0,0,0,0,0,0,0,0,0,1,0,52,0,0,1,0,0,0,0,15,63,10,11.603174603174603,2.7286817710405455,1,1,3,0.6666666666666666,12979,0,0,1,<0102018243f98b63-8e53a2fe-25ba-4bbb-ae9d-a1dc5d2e7909-000000@eu-west-1.amazonses.com>,18
1,1,0,0,0.5,0,1,1,7,0,2,0,0,1,0,64,64,1,1,0,0,1,0,0,1,0,1,1,1,1,2,0.5,0,0,0,1,0,0,0,0,0,1,0,27,1,1,0,0,0,1,1,13,19,5,5.684210526315789,2.7919552020789147,2,1,1,1.0,21,0,0,1, <06fec0a9-12af-4ea0-81ab-5105c1cc8f76@RALPRODMAIL01.healthdec.com>,19
1,0,0,0,1.0,0,1,1,7,0,0,1,0,1,1,39,64,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,<E1D9LkU-0004EK-Sv@cpanel.ev1servers.net>,20
1,0,0,0,1.0,0,1,1,7,0,0,0,1,1,0,36,64,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,<1141688467.440cc89308c77@eltimon.com>,21
1,1,0,0,0.5,0,1,2,7,0,4,0,0,1,1,38,64,1,0,0,0,1,0,0,0,1,1,1,1,0,2,0.5,0,0,0,0,0,0,0,0,0,1,0,60,0,0,0,0,0,1,0,45,33,10,29.272727272727273,15.928386566836881,0,18,33,0.12121212121212122,16174,0,0,0,<dW26HLrNTc-hB4gsfKVguQ@geopod-ismtpd-5>,22
0,1,0,0,0.0,0,1,1,8,0,3,0,0,1,0,62,64,1,0,0,1,1,0,0,1,0,1,1,1,0,2,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,29,72,8,23.194444444444443,6.088784974782391,1,1,3,1.0,25849,0,0,1,<59c40f79.9303240a.f1ba3.c070SMTPIN_ADDED_MISSING@mx.google.com>,23
1,0,0,0,1.0,0,1,1,8,0,0,0,0,1,1,43,64,1,0,0,1,0,0,0,0,0,1,1,1,0,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,<22985267.1075845767985.JavaMail.evans@thyme>,24
0,1,0,0,0.0,0,-1,0,8,0,2,1,0,1,0,47,64,1,1,0,0,0,0,0,1,0,1,1,1,0,3,0.3333333333333333,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34,37,7,24.16216216216216,7.198023428066952,2,9,11,0.18181818181818182,3410,0,0,1,<efbef6a9b5e193217393ed34709c8b12@citylan.com.pl>,25
1,0,0,0,1.0,0,1,1,7,0,0,0,0,1,1,43,64,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,<33062276.1075859397400.JavaMail.evans@thyme>,26
1,0,0,0,1.0,0,1,1,8,0,0,0,0,1,1,43,64,1,0,0,1,0,0,0,0,0,1,1,1,0,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,<20463171.1075860332646.JavaMail.evans@thyme>,27
1,0,0,0,1.0,0,1,1,8,0,0,0,0,1,1,43,64,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,<12351899.1075861106289.JavaMail.evans@thyme>,28
1,0,0,0,1.0,0,1,1,7,0,0,0,0,1,0,43,64,1,0,0,1,0,0,0,1,0,1,1,1,1,2,0.5,0,0,0,0,0,0,0,0,0,1,0,36,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,<200305061902.h46J2lN5022595@bluewhale.cs.CU>,29
1,0,0,0,1.0,0,1,1,8,0,0,0,0,1,1,42,64,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1.0,2,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,<7262875.1075856734492.JavaMail.evans@thyme>,30
0,1,0,0,0.0,0,1,1,8,0,4,0,0,1,0,46,64,1,1,0,0,1,0,0,1,0,1,1,5,1,5,0.4,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,48,8,9.229166666666666,2.888479872220373,0,3,3,0.3333333333333333,125,0,0,1,<0000721b7519$00001e44$000043bf@corp.portal.com>,31
1,0,0,0,1.0,0,1,1,7,1,8,0,0,1,0,58,64,1,0,0,1,1,0,0,1,0,1,1,1,0,4,0.25,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,<Pine.LNX.4.33.0208202342060.5921-100000@hydrogen.leitl.org>,32
1,0,0,0,1.0,0,1,1,8,0,0,0,0,1,1,43,64,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,<16724934.1075841628402.JavaMail.evans@thyme>,33
1,0,0,0,1.0,0,1,1,8,1,7,1,0,1,0,51,64,1,0,0,1,0,0,0,1,0,1,1,2,0,2,0.5,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,<200208131402.00058.donncha.ocaoimh@tradesignals.com>,34
1,0,0,0,1.0,0,-1,0,7,0,0,0,0,1,1,42,64,1,0,0,0,1,0,0,1,0,1,0,0,1,2,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,<BAY13-F151003E6144DB67C972B41BC690@phx.gbl>,35
1,0,0,0,1.0,0,1,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0.3333333333333333,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,,36
1,0,0,1,1.0,0,1,1,7,0,2,0,0,1,0,65,64,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1.0,0,0,0,0,1,0,0,0,0,1,1,27,1,1,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,<LNHSERVER1ZRhQdOgl40000042f@lnhserver1.ladysmithcarecommunity.com>,37
1,0,0,0,1.0,0,1,1,8,0,0,0,0,1,1,43,64,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,<21871069.1075854707400.JavaMail.evans@thyme>,38
1,0,0,0,1.0,0,1,1,7,1,6,0,1,1,0,37,64,1,1,0,1,0,0,0,1,0,1,1,1,1,3,0.3333333333333333,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,<20020916114641.B12169@rover.vipul.net>,39
1,0,0,0,1.0,0,1,1,8,0,0,0,0,1,1,43,64,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,<31859130.1075841615240.JavaMail.evans@thyme>,40
0,1,0,0,0.0,0,-1,0,6,0,4,0,0,0,0,53,64,1,0,0,1,0,0,0,1,0,1,1,1,0,2,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14,8,4,7.0,3.905124837953327,2,3,2,0.5,0,0,0,1,<200207191620.g6JGKTp01769@mandark.labs.netnoteinc.com>,41
1,0,0,0,1.0,0,1,1,8,0,0,0,0,1,1,43,64,1,0,0,1,0,0,0,0,0,1,1,8,0,2,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,<32605479.1075854207212.JavaMail.evans@thyme>,42
1,0,0,0,1.0,0,1,1,8,0,0,1,0,1,0,43,64,1,0,0,1,0,0,0,1,0,1,1,0,1,2,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,<200308120513.h7C5D5Io021250@bluewhale.cs.CU>,43
1,0,0,0,1.0,0,1,1,8,0,0,0,0,1,1,43,64,1,0,0,1,0,0,0,0,0,1,1,1,0,2,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,<31728236.1075852430482.JavaMail.evans@thyme>,44
1,0,0,0,1.0,0,1,1,8,0,0,0,0,1,1,43,64,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,<21078601.1075860241835.JavaMail.evans@thyme>,45
1,0,0,0,1.0,0,1,1,7,0,0,0,0,1,0,53,64,1,0,0,1,0,0,0,1,1,1,1,1,1,3,0.3333333333333333,0,0,0,0,0,0,0,0,0,1,0,36,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,<200611230911.kAN9BG0L026619@mailserver-ng.cs.umbc.edu>,46
1,0,0,0,1.0,0,1,1,7,0,0,1,0,1,1,38,64,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0.0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,<E1DwHpe-0004xb-Sh@server7.webplus24.de>,47
1,1,0,0,0.5,0,1,1,5,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0.5,0,0,0,0,0,0,0,0,0,1,1,44,0,1,1,1,0,0,0,15,39,8,12.76923076923077,4.615811946029054,0,1,5,0.6,5960,0,0,1,,48
1,0,0,0,1.0,0,1,1,8,0,0,0,0,1,1,43,64,1,0,0,1,0,0,0,0,0,1,1,1,0,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,<16900930.1075851713208.JavaMail.evans@thyme>,49
1,0,0,1,1.0,0,-1,0,7,0,1,0,0,1,0,45,64,1,1,0,1,0,0,0,1,0,1,1,1,0,2,0.5,0,0,0,0,0,0,0,0,0,1,0,41,0,1,1,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,<20160622133701.998937DB1B73ED7A@approject.com>,50
1,0,0,0,1.0,0,1,1,8,0,7,1,0,1,0,35,64,1,1,0,0,1,0,0,0,0,1,1,1,0,2,0.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,<002601c24a04$8eea9ca0$0401a8c0@erik>,51
1,0,0,0,1.0,0,1,1,7,0,0,1,0,1,1,39,64,1,1,0,1,0,0,0,1,0,1,1,1,0,1,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,<1253813cde.13cde12538@email.bigpond.com>,52
1,0,0,0,1.0,0,1,1,6,0,0,0,0,1,1,42,64,1,0,0,0,1,0,0,1,0,1,0,0,1,2,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,<BAY20-F198763210A05B4B075E035910B0@phx.gbl>,53
1,1,0,0,0.5,0,1,1,5,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0.5,0,0,0,0,0,0,0,0,0,1,1,44,0,1,1,1,0,0,0,13,22,8,10.045454545454545,2.6539382867263632,0,1,2,1.0,961,0,0,1,,54
1,0,0,0,1.0,0,1,1,8,0,0,1,0,1,0,53,64,1,0,0,1,0,0,0,1,1,1,1,1,1,2,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,<200603011849.k21InNxq027767@mailserver-ng.cs.umbc.edu>,55
1,0,0,0,1.0,0,1,1,7,0,9,0,0,1,0,37,64,1,0,0,0,0,1,1,1,1,1,1,1,0,2,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,<p05200a0db9c4a8c4bd16@[192.168.0.102]>,56
0,1,0,0,0.0,0,1,1,8,0,3,0,0,1,0,47,64,1,1,0,0,1,0,0,1,1,1,1,48,1,11,0.8181818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,31,4,1.935483870967742,0.2456701001891583,1,1,1,1.0,200,0,0,1,<0000341d5b89$00003356$00004c75@xa2.so-net.or.jp>,57
1,0,0,0,1.0,0,1,1,7,0,0,0,0,1,1,42,64,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,<8614824.1075861639631.JavaMail.evans@thyme>,58
1,0,0,0,1.0,0,-1,0,5,1,8,1,0,0,0,52,64,1,0,0,1,0,0,0,1,0,1,1,1,0,2,0.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,<200208221811.g7MIBJdr004189@sionnach.ireland.sun.com>,59
0,1,0,0,0.0,0,1,1,7,0,3,0,0,1,0,68,64,1,0,0,1,0,0,0,1,1,1,1,1,1,2,0.5,0,0,0,0,0,0,0,0,0,1,0,42,0,1,1,1,0,0,0,20,171,16,12.608187134502923,6.40757434558667,1,26,79,0.0759493670886076,56956,0,0,0,<2033297792.820023461728927112542.JavaMail.app@bg31-ca-ue1.prod.awspr>,60
1,0,0,0,1.0,0,1,1,8,0,0,1,0,1,0,41,64,1,0,0,1,0,0,0,1,0,1,1,1,1,2,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,<200611141411.kAEEBr4c027481@chaos.mail.UM>,61
1,0,0,0,1.0,0,1,1,8,0,0,0,0,1,1,41,64,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1.0,6,6,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,<707532.1075856492009.JavaMail.evans@thyme>,62
1,0,0,0,1.0,0,1,1,8,0,0,0,0,1,1,43,64,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,<23908443.1075841446384.JavaMail.evans@thyme>,63
1,0,0,0,1.0,0,1,1,8,1,5,1,0,1,0,45,64,1,0,0,1,0,0,0,1,0,1,1,1,1,2,0.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,<20021006123628.0d199281.matthias@rpmforge.net>,64
0,1,3,0,0.0,0,1,1,7,0,2,0,0,1,0,43,64,1,1,0,1,0,0,0,1,0,1,1,1,0,2,0.5,0,0,1,0,0,0,0,0,0,1,0,41,0,1,1,1,0,0,0,13,82,7,7.378048780487805,3.6680567191881646,0,6,3,1.0,9358,0,0,1,<20191205103218.19DB7D867C3EEB46@wowrack.com>,65
1,0,0,0,1.0,0,1,1,8,0,0,0,0,1,1,42,64,1,0,0,1,0,0,0,0,0,1,1,2,0,1,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,<5084733.1075845609314.JavaMail.evans@thyme>,66
0,1,0,0,0.0,0,-1,0,8,0,2,0,0,1,0,45,64,1,1,0,1,0,0,0,1,0,1,1,1,1,3,0.3333333333333333,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18,27,10,11.592592592592593,5.53279287360076,1,1,1,1.0,1334,0,0,1,<20181013091028.B3B49B21DAEBDE4C@aralhajri.com>,67
1,0,0,0,1.0,0,1,1,7,0,0,0,0,1,1,41,64,1,0,0,0,1,0,0,1,0,1,1,0,1,2,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,<BAY15-F73D62F1A67FEF49DA66B6F03E0@phx.gbl>,68
1,2,0,0,0.3333333333333333,0,1,1,7,0,3,0,0,1,0,54,64,1,1,0,0,1,0,0,1,0,1,1,1,0,2,0.5,0,0,0,0,0,0,0,0,0,1,0,34,0,1,1,0,0,0,0,1,2,1,1.0,0.0,4,1,2,1.0,0,0,1,1,<20211009130104C38775385C-D2DB30596C@ricetecmilling.com>,69
0,1,0,0,0.0,0,1,1,5,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0.5,0,0,0,0,0,0,0,0,0,1,1,44,0,1,1,1,0,0,0,22,33,10,15.121212121212121,7.222681344451619,1,6,13,0.6153846153846154,15415,0,0,1,,70
1,0,0,0,1.0,0,1,1,8,0,0,0,0,1,1,42,64,1,0,0,1,0,0,0,0,0,1,1,1,0,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,<1919273.1075858159041.JavaMail.evans@thyme>,71
