index,email_id,structure_proba,label
133,<22543660.1075842413601.JavaMail.evans@thyme>,0.019610437,0
134,<21756346.1075852674350.JavaMail.evans@thyme>,0.00841842,0
135,<E17yWaI-0000ef-00@rhenium.btinternet.com>,0.07946013,0
136,<3D407B58.3070102@barrera.org>,0.009413732,0
137,<Pine.LNX.4.44.0208220810280.13989-100000@aztec.zanshin.com>,0.0032586344,0
138,<20231031141829.0538A75D8D367403@monkey.org>,0.9912753,1
139,<200209230521.BAA11218@blackcomb.panasas.com>,0.0077022887,0
140,<F9lj99A9tN0DhtK8x9O0000290c@hotmail.com>,0.17999369,0
141,<32614575.1075842418662.JavaMail.evans@thyme>,0.0045548053,0
142,<5466806.1075854437289.JavaMail.evans@thyme>,0.0073899943,0
143,<0A86C3BB-A24F-48EC-9B8D-A455E9E8D6BA@smtp.pmweb.com>,0.9943599,1
144,<20060321193530.c8auwaxh48ok48ow@webmail.onesite.com>,0.99817085,1
145,<wn_oIdeXTXO2b7PJalEPzA@ismtpd0006p1sjc2.sendgrid.net>,0.7692823,1
146,<4bf11b89-4645-4aaa-807e-857d2329b1e6@atl1s07mta1814.xt.local>,0.0036452473,0
147,<83.C6.44363.0356D956@jz.mta1vrest.cc.prd.sparkpost>,0.010133716,0
148,<20020201140356.A3308@Warthog.cg.shawcable.net>,0.003439295,0
149,<2681157.1029206339836.JavaMail.root@abv-sfo1-ac-agent1>,0.18013814,0
150,<12831365.1075846002616.JavaMail.evans@thyme>,0.0117185395,0
151,<200207221517.g6MFHQi02159@dogma.slashnull.org>,0.63441837,0
152,<20030527.234127.16521.72662@webmail10.nyc.untd.com>,0.99023426,1
153,<fbec5427-5093-4eb7-a28f-8920f4b73e77@atl1s07mta2930.xt.local>,0.010325793,0
154,<20020729032547.A5170@ie.suberic.net>,0.029062137,0
155,<CBB1BBDAD04ED6119CAE009027B8C58301DD7826@bryxmedc05.bray.ie.dell.com>,0.14667402,0
156,<5797216.1075858355472.JavaMail.evans@thyme>,0.0073899943,0
157,<24159483.1075840992455.JavaMail.evans@thyme>,0.012144196,0
158,<20020905183321.GH4340@ifokr.org>,0.0011484246,0
159,<Pine.BSO.4.44.0208230113400.8637-100000@crank.slack.net>,0.0020057647,0
160,<15813034.1075844924887.JavaMail.evans@thyme>,0.0073899943,0
161,<13600459.1075858090108.JavaMail.evans@thyme>,0.019610437,0
162,<29458826.1075843163311.JavaMail.evans@thyme>,0.0044821524,0
163,<20714390.1075844513397.JavaMail.evans@thyme>,0.0073899943,0
164,<20060621195821.843CD966852@smtp.latinmail.com>,0.9799518,1
165,<3D538D80.4000602@startechgroup.co.uk>,0.03240438,0
166,<3D64FB27.18538.63DEC17@localhost>,0.14239138,0
167,<20842974.1075843015441.JavaMail.evans@thyme>,0.019610437,0
168,<010c80e51c0a$2758c1e0$4ad86db6@ioqgor>,0.8025658,1
169,<200210080800.g98805K06013@dogma.slashnull.org>,0.071707666,0
170,<1027364125.22596.TMDA@deepeddy.vircio.com>,0.0027602594,0
171,,0.99950886,1
172,<10601885.1075857652973.JavaMail.evans@thyme>,0.0073899943,0
173,<20231012040521.2A53A409EB06706C@cumpanis.cfd>,0.99721503,1
174,<mid-112380296118442614711139142767996851300@k3.send.fableengland.com>,0.03695452,0
175,<21712177.1075844262686.JavaMail.evans@thyme>,0.0051467917,0
176,<Pine.BSF.4.44.0208221259380.24381-100000@server1.shellworld.net>,0.07331861,0
177,<200205071208.g47C8JD12826@mandark.labs.netnoteinc.com>,0.9981269,1
178,<aRlML4nMRWqzi3Q5WnS7nw@geopod-ismtpd-24>,0.0065829363,0
179,<1243826.1075860054529.JavaMail.evans@thyme>,0.0073899943,0
180,<3895338.1075841598194.JavaMail.evans@thyme>,0.003276545,0
181,<8243149.1075858611652.JavaMail.evans@thyme>,0.022418585,0
182,<19226081.1075845198048.JavaMail.evans@thyme>,0.019610437,0
183,<758546.1075844816575.JavaMail.evans@thyme>,0.019610437,0
184,<5780619972.20020905101703@sandy.ru>,0.008049581,0
185,<27715551.1075861332005.JavaMail.evans@thyme>,0.0051467917,0
186,<01000180412e594f-1e6df1b1-9290-48da-9636-b0243fb3fdd1-000000@email.amazonses.com>,0.007023807,0
187,<3D9E1CFE.6020405@endeavors.com>,0.027672816,0
188,<200602131339.k1DDdfRg031557@jacknife.mail.UM>,0.9974808,1
189,<200209290757.g8T7v1P11760@bootstrap.sculptors.com>,0.0077022887,0
190,<91.04.28822.A17A8756@is.mta1vrest.cc.prd.sparkpost>,0.010133716,0
191,<Pine.LNX.4.44.0209090932380.23779-100000@isolnetsux.techmonkeys.net>,0.0037690161,0
192,<27576718.1075840469450.JavaMail.evans@thyme>,0.0045548053,0
193,<3337884.1075841582378.JavaMail.evans@thyme>,0.0045548053,0
194,<16222959.1075842829125.JavaMail.evans@thyme>,0.019610437,0
195,<30233324.1075857522862.JavaMail.evans@thyme>,0.0073899943,0
196,<17298.1030500260@munnari.OZ.AU>,0.0026921723,0
197,<13906671.1075856500875.JavaMail.evans@thyme>,0.019610437,0
198,<20190416204230.E2541002571B0EB2@medianetitalia.net>,0.95762193,1
199,<20230814122706.C30DC7F897988D41@oycode.com>,0.99722064,1
200,<14529855.1075845830430.JavaMail.evans@thyme>,0.0045548053,0
201,<28650976.1075860574133.JavaMail.evans@thyme>,0.0073899943,0
202,<16290607.1075862104651.JavaMail.evans@thyme>,0.0073899943,0
203,<20020808152638.A32536@frontier.limbo.net>,0.017333137,0
204,<1a3.92f0d57.2ac1e836@aol.com>,0.20963731,0
205,<21647288.1075857199716.JavaMail.evans@thyme>,0.019610437,0
206,<0000275d33f3$0000786a$0000389a@cssazf.fi>,0.98458225,1
207,<a05111b05b992ca179346@[10.0.1.100]>,0.19294997,0
208,<7650046.1075858334861.JavaMail.evans@thyme>,0.019610437,0
209,<200207191604.34890.donncha.ocaoimh@tradesignals.com>,0.21570675,0
210,<20020925212231.7D4503F2F@milou.dyndns.org>,0.36460122,0
211,<30875925.1075845794235.JavaMail.evans@thyme>,0.0034857322,0
212,<12363204.1075857209910.JavaMail.evans@thyme>,0.0073899943,0
213,<200209261511.g8QFBNg23716@dogma.slashnull.org>,0.071707666,0
214,<LISTMANAGER-2732551-1478101-2002.08.19-13.00.02--mothlight#fastmail.fm@ls9.sendoutmail.com>,0.052343663,0
215,<200308041502.h74F2vW03954@perfectworld.mr.itd.UM>,0.99755776,1
216,<23742999.1075855883490.JavaMail.evans@thyme>,0.0043939715,0
217,<3370.Reply.25187.133610115@ntls1.digitalriver.com>,0.44260985,0
218,<200405191559.i4JFxCA5010119@threefriends.mr.itd.UM>,0.93719923,1
219,<1239814.1075855926121.JavaMail.evans@thyme>,0.0073899943,0
220,<4C43D1D5A00E074090AA93A0F40E120F0126A1A7CB@EXCG-MB02.paps.net>,0.99227446,1
221,<m2elci2zzo.fsf@maya.dyndns.org>,0.043528486,0
222,<18250844.1075841543134.JavaMail.evans@thyme>,0.019610437,0
223,<24687492.1075843063544.JavaMail.evans@thyme>,0.0073899943,0
224,<yf2k7majkol.fsf@proton.pathname.com>,0.0030265802,0
225,<7C.61.27040.7F0C6A56@ha.mta1vrest.cc.prd.sparkpost>,0.010133716,0
226,<1463312.1075862155795.JavaMail.evans@thyme>,0.019610437,0
227,<15674.1573.36050.128467@klortho.waider.ie>,0.003286402,0
228,<3D8DDBC8.8030602@permafrost.net>,0.03110656,0
229,<15738.34711.467756.145336@12-248-11-90.client.attbi.com>,0.45594415,0
230,<24337495.1075845104838.JavaMail.evans@thyme>,0.05869416,0
231,<20020827182710.A6871-100000@moon.campus.luth.se>,0.0050274837,0
232,<200209290801.g8T81Pg03469@dogma.slashnull.org>,0.071707666,0
233,<20020814111509.1d51dbca.matthias@egwn.net>,0.022501417,0
234,<416-22002722321189460@oemcomputer>,0.4295302,1
235,<20160213121036.F54E011F5F17209B@mailcenter.com>,0.9635686,1
236,<3D6379C4.3070201@corvil.com>,0.009413732,0
237,<F160luCBcKfExvWvqzA00000209@hotmail.com>,0.17999369,0
238,,0.99816054,1
239,<2635208.1075843038775.JavaMail.evans@thyme>,0.010253106,0
240,<1841024.1075842534193.JavaMail.evans@thyme>,0.0045548053,0
241,<29265516.1075840851843.JavaMail.evans@thyme>,0.0073899943,0
242,<10265950.1075860031151.JavaMail.evans@thyme>,0.012144196,0
243,<3D4BE57C.90908@cunniffe.net>,0.015227164,0
244,<19536341.1075854925233.JavaMail.evans@thyme>,0.019610437,0
245,<200512061408.jB6E8N1S002390@faithful.mail.UM>,0.9974808,1
246,<28886969.1075856454813.JavaMail.evans@thyme>,0.0045548053,0
247,<20060525213418.F113F53251E@smtp.latinmail.com>,0.9799518,1
248,<15369652.1075840061374.JavaMail.evans@thyme>,0.0073899943,0
249,<200309041817.OAA12138@list.msu.edu>,0.992592,1
250,<24875792.1075858701864.JavaMail.evans@thyme>,0.05869416,0
251,<00002e191ba0$00002594$00004772@mx14.hotmail.com>,0.9291794,1
252,<19473881.1075843042534.JavaMail.evans@thyme>,0.0073899943,0
253,<p05111a12b99b45690b78@[66.149.49.6]>,0.21166301,0
254,<1039002260.1434.12.camel@unagi.internal.techworks.ie>,0.0031115455,0
255,<25417979.1075849825980.JavaMail.evans@thyme>,0.0073899943,0
256,<1030372078.11075.TMDA@deepeddy.vircio.com>,0.0027602594,0
257,<26896919.1075841372452.JavaMail.evans@thyme>,0.019610437,0
258,<vWhDJxjdRvu2KNqUfLqYVA@geopod-ismtpd-10>,0.006926167,0
259,<33363127.1075846288434.JavaMail.evans@thyme>,0.036907837,0
260,<000062eb5490$000006b5$0000187d@>,0.96602494,1
261,<20150923113051.2FCC9E8E711C5948@diamondship-jo.com>,0.9904233,1
262,<9841738.1075856611349.JavaMail.evans@thyme>,0.0073899943,0
263,<9822484.1075841518441.JavaMail.evans@thyme>,0.0073899943,0
264,<26782015.1075845927909.JavaMail.evans@thyme>,0.0073899943,0
265,<200207191959.g6JJxHX04486@linux.local>,0.004204992,0
266,<18592182.1075847646868.JavaMail.evans@thyme>,0.0051467917,0
267,<57.5F.01349.96B27846@gf.mta1vrest.cc.prd.sparkpost>,0.0239641,0
268,<200209261531.g8QFVZg25032@dogma.slashnull.org>,0.071707666,0
269,<11642780.1075858742379.JavaMail.evans@thyme>,0.019610437,0
270,<20181016064622.568F43C0830B20ED@cox.net>,0.9954562,1
271,<200207250006.RAA07560@maltesecat>,0.006276338,0
272,<1365044.1075858283123.JavaMail.evans@thyme>,0.007416878,0
273,<20020731173105.B19323@hesketh.com>,0.08633246,0
274,<20020819093418.GO26818@jinny.ie>,0.018585242,0
275,<b7cf16613f66e85876c3d19874b29215@eprints.dinus.ac.id>,0.9812137,1
276,<19399826.1075840188156.JavaMail.evans@thyme>,0.0073899943,0
277,<20597117.1075856222819.JavaMail.evans@thyme>,0.0073899943,0
278,<akibm9+p9t4@eGroups.com>,0.0024443888,0
279,<200209300801.g8U81mg21376@dogma.slashnull.org>,0.071707666,0
280,<28797568.1075844285439.JavaMail.evans@thyme>,0.0045548053,0
281,<20020930185727.5ACA84A3@gray.impulse.net>,0.26535422,0
282,<201607101725.u6AHNRBu024931@banner.kiev.ua>,0.99424934,1
283,<3D6A3E77.E1DE2E71@endeavors.com>,0.047744293,0
284,<9988469.1075840390593.JavaMail.evans@thyme>,0.019610437,0
285,,0.99883634,1
286,<200207192238.g6JMc9X05992@linux.local>,0.0039303657,0
287,<010001937d2b56f7-3c891f0d-3fde-446b-bf55-8d776296511d-000000@email.amazonses.com>,0.0027272135,0
288,<2432d401c201e8$85627d60$6701a8c0@insuranceiq.com>,0.9731836,1
289,<E17q2CE-0007te-01@cpu59.osdn.com>,0.16887619,0
290,<14707091.1075855599409.JavaMail.evans@thyme>,0.0044821524,0
291,<6e94546e2c57.6e2c576e9454@iol.cz>,0.996917,1
292,<E1HBrgt-0004CX-Ql@pitfall.vosn.net>,0.9957569,1
293,<200209270801.g8R81lg00982@dogma.slashnull.org>,0.071707666,0
294,<JHEPKCEMGPKFFDHHDDKDKELKFGAA.bill@wstoddard.com>,0.0045000096,0
295,<3489099.1075854402956.JavaMail.evans@thyme>,0.0073899943,0
296,,0.9959622,1
297,<7235145.1075853971565.JavaMail.evans@thyme>,0.0053671235,0
298,<16696031.1075844801520.JavaMail.evans@thyme>,0.012144196,0
299,<N6uAa-ugSdyfMwi_19BYuw@geopod-ismtpd-2-0>,0.97780347,1
300,<20020721200350.6fa40280.che666@uni.de>,0.009153555,0
301,<8988586172.45855864.11975222229@allufa.ru>,0.9853741,1
302,<a289a10b86ab020764146ae763411e4f@phalconwellness.com>,0.9956031,1
303,<200406031209.i53C9HaI004161@ober.cs.CU>,0.9570114,1
304,<LISTMANAGERSQL-2534368-1677076-2002.07.14-23.46.52--qqqqqqqqqq-lg#spamassassin.taint.org@sprocket.lockergnome.com>,0.037102204,0
305,<28770466.1075847549459.JavaMail.evans@thyme>,0.0073899943,0
306,<200283234515262TGLTBOJSDESY@M5Mailer>,0.38937205,1
307,<27920328.1075845671341.JavaMail.evans@thyme>,0.004674165,0
308,<d2830f3ffcca427701005112db8f855c@blackglobalnetwork.net>,0.9986626,1
309,<200603071508.6323@centrum.cz>,0.9931437,1
310,<5.1.0.14.0.20020802035644.009f3d30@mail1.tinet.ie>,0.0020361529,0
311,<3D9EEF77.CBAE56C@endeavors.com>,0.5468274,0
312,<20240829082252.A71C3B8590B3E7@sv14847.xserver.jp>,0.99586993,1
313,<000d01c263fe$3df8be30$0200a8c0@JMHALL>,0.0025040456,0
314,<20020719132842.GA2506@bagend.makalumedia.com>,0.044682663,0
315,<10672374.1075846723883.JavaMail.evans@thyme>,0.01461155,0
316,<200306210147.h5L1lNBa018763@gawab.com>,0.96359235,1
317,<26780509.1075840087026.JavaMail.evans@thyme>,0.01461155,0
318,<B0003155352@ludensel.com>,0.6692867,1
319,<26814320.1075854361922.JavaMail.evans@thyme>,0.019610437,0
320,<200210020803.g92836K31829@dogma.slashnull.org>,0.071707666,0
321,<20020819171726.GE5484@nexus.cloudmark.com>,0.0012285408,0
322,<20241204162516.8C53D2612B32DEB1@lumenresearch.pro>,0.9422513,1
323,<6782414.1075859884124.JavaMail.evans@thyme>,0.0073899943,0
324,<1034133437.26329.75.camel@ckk.rdu.spamassassin.taint.org>,0.007151732,0
325,<200207211417.g6LEHL717356@mail.bizland-inc.net>,0.3408534,1
326,<9335813.1075847458381.JavaMail.evans@thyme>,0.003276545,0
327,<c568aecb71685.71685c568aecb@nyroc.rr.com>,0.99525756,1
328,<F7KqwUj9sEFSqEP5kuG0000347c@hotmail.com>,0.313234,0
329,<32120604960.20020817010121@magnesium.net>,0.0039009636,0
330,<E1DbiJ4-0003dR-M1@mk-webmail-1.b2b.uk.tiscali.com>,0.9909161,1
331,<20060330165034.50743.qmail@web37101.mail.mud.yahoo.com>,0.99532723,1
332,<6b7f48854425405e8692b5f28f7f5e72@EXCH2013.mountprospect.org>,0.9585321,1
333,<841384.1075855672668.JavaMail.evans@thyme>,0.013160234,0
334,<3D8D5F74.8000102@permafrost.net>,0.034506842,0
335,<200210080801.g9881MK06184@dogma.slashnull.org>,0.071707666,0
336,<20210211193816.18BE42D386C2@mail.atlas-2.ru>,0.9864704,1
337,<20030415132011.44823.qmail@web40702.mail.yahoo.com>,0.9981744,1
338,,0.9988727,1
339,<5.1.0.14.2.20020905150722.054fb3c8@rescomp.stanford.edu>,0.17489508,0
340,<8152121.1075857236729.JavaMail.evans@thyme>,0.0073899943,0
341,<0100017882767a3b-7fd9cb51-bc98-4a05-b4e3-9276dcef4c2d-000000@email.amazonses.com>,0.007023807,0
342,<200606180931.k5I9Vgij014604@jacknife.mail.UM>,0.99215615,1
343,<200208161054.LAA22214@lugh.tuatha.org>,0.3242248,0
344,<0100017bc4ab5c56-c5ea32f4-a050-4136-8119-7c4d646fb1e5-000000@email.amazonses.com>,0.007023807,0
345,<4634977.1075843211683.JavaMail.evans@thyme>,0.042190805,0
346,<19305676.1075848262962.JavaMail.evans@thyme>,0.0073899943,0
347,<eCyAt4AUT3Gs7Q-OZKpuEw@geopod-ismtpd-15>,0.0053386786,0
348,<30277096.1075841816155.JavaMail.evans@thyme>,0.05869416,0
349,<5FE418B3F962D411BED40000E818B33C9C8E7D@HASSLE>,0.015400117,0
350,<20211201101916.2B7B71D37F944887@monkey.org>,0.99561775,1
351,<200108010203.KAA32165@www.chinafeedonline.com>,0.99684167,1
352,<20241125141925.a5b6be7056651a7b@cio56239.tryhackme.com>,0.015336921,0
353,,0.9988165,1
354,<E17f9vK-0005QS-01@cpu59.osdn.com>,0.39042458,0
355,<200209260801.g8Q81VC06464@dogma.slashnull.org>,0.071707666,0
356,<200408021133.i72BX3Hb007707@informer.mr.itd.UM>,0.9974808,1
357,<20020720213335.A27034@ie.suberic.net>,0.0018557222,0
358,<200701240820.l0O8KxmH026436@panther.mail.UM>,0.9185058,1
359,<18028343.1075842062964.JavaMail.evans@thyme>,0.0054419404,0
360,<xVQLEm34SH2InGnfClkoLA@geopod-ismtpd-22>,0.0037107894,0
361,<20391131.1075844325589.JavaMail.evans@thyme>,0.012144196,0
362,<200405051744.i45HiFMm031455@cryforhelp.mr.itd.UM>,0.9578619,1
363,<200608120356.k7C3uv26011017@chaos.mail.UM>,0.9974808,1
364,<28236381.1075851887498.JavaMail.evans@thyme>,0.0053671235,0
365,,0.99735236,1
366,<26062937.1075854571911.JavaMail.evans@thyme>,0.0073899943,0
367,<200208061310.g76DA3fE009664@sionnach.ireland.sun.com>,0.008656057,0
368,<11216986.1075857286167.JavaMail.evans@thyme>,0.019610437,0
369,<E17wvEU-0004XQ-00@cpu59.osdn.com>,0.16887619,0
370,<d9wL3uU@microsoft.com>,0.9797514,1
371,<E17c569-0000Jv-00@frontend2.herald.ox.ac.uk>,0.00899381,0
372,<10920759.1075863437833.JavaMail.evans@thyme>,0.0045548053,0
373,<905432.1075860372043.JavaMail.evans@thyme>,0.009181704,0
374,<7983635.1075853966876.JavaMail.evans@thyme>,0.0073899943,0
