url,class,id,domain_digit_count,subdomain_digit_count,path_digit_count,domain_length,subdomain_length,path_length,isKnownTld,www,com,punnyCode,random_domain,subDomainCount,char_repeat,alexa1m_tld,alexa1m,-,.,/,@,?,&,=,_,domain_in_brand_list,raw_word_count,splitted_word_count,average_word_length,longest_word_length,shortest_word_length,std_word_length,compound_word_count,keyword_count,brand_name_count,negligible_word_count,target_brand_count,target_keyword_count,similar_keyword_count,similar_brand_count,average_compound_words,random_words
http://61.129.81.72/jf/diploma/diploma.htm,1,15,9,0,9,12,0,37,0,0,0,0,0,1,0,0,0,0,7,5,0,0,0,0,0,0,3,2,5.666666666666667,7,3,1.8856180831641267,2,0,0,2,0,1,1,0,7.0,0
http://androidtvstick.net/cache/autolinkk/autolinkauto/mailboxx/mailbox/index.php?email=jose@monkey.org,1,16,0,0,0,14,0,78,1,0,0,0,0,1,2,0,0,0,2,6,1,1,0,1,0,0,10,8,7.5,14,4,3.138470965295043,5,1,0,12,0,0,0,0,10.0,0
https://lists.sourceforge.net/lists/listinfo/spamassassin-sightings,1,19,0,0,0,11,5,38,1,0,0,0,0,1,2,0,0,1,0,3,0,0,0,0,0,0,6,6,8.333333333333334,12,5,2.6874192494328497,4,1,0,7,0,0,0,0,10.0,0
http://www.geocrawler.com/redir-sf.php3?list=spamassassin-sightings>,1,19,0,0,1,10,3,43,1,1,0,0,0,1,5,0,0,2,1,1,0,1,0,1,0,0,5,4,8.2,12,4,3.1240998703626617,3,0,0,6,0,0,0,0,10.666666666666666,0
http://devcon.sprintpcs.com/adp/index.cfm?source=osdntextlink,1,19,0,0,0,9,6,34,1,0,0,0,0,1,0,0,0,0,1,2,0,1,0,1,0,0,6,4,6.833333333333333,12,3,2.91070819942883,2,0,0,7,0,1,1,0,10.5,0
"https://example.sourceforge.net/lists/listinfo/spamassassin-sightings>,",1,19,0,0,0,11,7,40,1,0,0,0,0,1,2,0,0,1,0,3,0,0,0,0,0,0,6,7,9.0,12,5,2.516611478423583,5,1,0,7,0,0,0,0,9.8,0
http://www.terra.es/personal9/iop1008/,1,21,0,0,5,5,3,19,0,1,0,0,0,1,5,0,0,0,0,3,0,0,0,0,0,0,2,1,6.5,8,5,1.5,1,0,0,2,0,0,0,0,8.0,0
http://inglesa.net/unsub.php?client=atomicDOT,1,21,0,0,0,7,0,27,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,4,2,6.75,9,5,1.479019945774904,2,0,0,4,0,0,0,0,8.0,0
http://tilw.net/unsub.php?client=atomicDOT&msgid=17090200005,1,21,0,0,11,4,0,45,1,0,0,0,0,1,6,0,0,0,1,1,0,1,1,2,0,0,5,1,5.8,9,4,1.7204650534085253,1,0,0,4,0,0,0,0,9.0,1
http://www.terra.es/personal9/iop1005/,1,21,0,0,5,5,3,19,0,1,0,0,0,1,5,0,0,0,0,3,0,0,0,0,0,0,2,1,6.5,8,5,1.5,1,0,0,2,0,0,0,0,8.0,0
http://%77%77%77%2E%62a%6E%6E%65%64c%64%2E%6E%65%74/bulk.htm,1,24,23,0,23,44,0,55,0,0,0,0,0,1,6,0,0,0,1,3,0,0,0,0,0,0,2,0,3.5,4,3,0.5,0,0,0,1,0,1,1,0,0.0,0
http://%77%77%77%2E%62a%6E%6E%65%64c%64%2E%6E%65%74/remove.html,1,24,23,0,23,44,0,58,0,0,0,0,0,1,6,0,0,0,1,3,0,0,0,0,0,0,2,0,5.0,6,4,1.0,0,2,0,0,0,0,0,0,0.0,0
http://laskojuya.bplaced.net/sys/>,1,26,0,0,0,7,9,6,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,2,8.0,9,7,1.0,2,0,0,2,0,0,0,0,8.0,0
http://laskojuya.bplaced.net/sys/,1,26,0,0,0,7,9,5,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,2,8.0,9,7,1.0,2,0,0,2,0,0,0,0,8.0,0
http://www.ipogea.com/appel/index.php3?prov=SLAG2705,1,27,0,0,5,6,3,31,1,1,0,0,0,1,4,0,0,0,1,2,0,1,0,1,0,0,5,0,4.8,6,4,0.7483314773547882,0,0,0,5,0,0,0,0,0.0,0
http://news.bbc.co.uk/2/hi/south_asia/4143487.stm,1,28,0,0,8,3,4,28,0,0,0,0,1,1,1,0,1,0,1,4,0,0,0,0,1,1,4,0,4.0,5,3,0.7071067811865476,0,1,1,2,0,0,0,0,0.0,0
https://spurious-rogue-kick.glitch.me#jose@monkey.org,1,29,0,0,0,6,19,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,4,1,5.75,8,4,1.479019945774904,1,0,0,4,0,0,0,0,8.0,0
http://www.cnn.com/2003/WORLD/africa/12/26/benin.crash/index.html,1,30,0,0,8,3,3,47,1,1,0,0,1,1,5,0,0,0,2,7,0,0,0,0,0,0,6,0,5.0,6,4,0.5773502691896257,0,2,0,4,0,0,0,0,0.0,0
http://messenger.msn.click-url.com/go/onm00200471ave/direct/01/,1,30,0,0,10,9,13,29,1,0,0,0,0,2,3,0,0,1,1,5,0,0,0,0,0,0,5,1,5.6,9,2,2.244994432064365,1,1,0,3,0,1,1,0,9.0,0
https://www.facebook.com/messenger/email/?recipient_fbid=100001193186466&amp;sender_fbid=100000961444962&amp;thread_fbid=100000961444962&amp;is_group_thread=0&amp;source=msg&amp;notif_id=U1U61711da088e5eG5af35798d4a2G61712239e9130G0&amp;message_id=mid.%24cAAAAAB5QaMCVUG4ODmPHyjCKrR54&amp;cta_type=open_messenger_header&amp;is_fbm_redirect=0,1,32,0,0,84,8,3,317,1,1,0,0,0,1,55,0,1,0,1,3,0,1,8,9,12,1,25,13,7.84,25,3,4.424296554255829,9,2,1,19,1,1,1,1,9.333333333333334,5
https://www.google.com/url?q=//www.google.co.kr/amp/s/jesusvargas.bubbleapps.io/version-test#jose@monkey.org,1,32,0,0,0,6,3,86,1,2,0,0,0,1,10,0,1,1,6,7,1,1,0,1,0,1,9,7,6.555555555555555,11,2,2.9855619650098677,4,0,2,8,0,3,3,0,9.25,0
http://www.nativefederation.org/history/people/mThompson.html>,1,33,0,0,0,16,3,31,1,1,0,0,0,1,3,0,0,0,1,3,0,0,0,0,0,0,5,4,8.6,16,5,3.929376540877701,3,0,0,5,0,1,1,0,10.666666666666666,0
http://www.cnn.com/2000/US/02/01/alaska.airlines.list/>,1,33,0,0,8,3,3,37,1,1,0,0,1,1,7,0,0,0,2,6,0,0,0,0,0,0,4,0,5.0,8,2,2.23606797749979,0,0,0,2,1,1,1,1,0.0,0
http://www.webbasedmailing.com,1,39,0,0,0,15,3,0,1,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,1,2,15.0,15,15,0.0,1,0,0,2,0,0,0,0,15.0,0
http://www.webbasedmailing.com/datacenter.htm,1,39,0,0,0,15,3,15,1,1,0,0,0,1,4,0,0,0,1,1,0,0,0,0,0,0,3,4,9.333333333333334,15,3,4.921607686744467,2,1,0,2,0,2,2,0,12.5,0
http://buy-onlinepills.com/main2.php?rx=16372,1,41,0,0,6,15,0,19,1,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,0,0,2,2,7.5,11,4,3.5,1,1,0,1,0,3,3,0,11.0,0
http://greenzer.com/remove.php,1,41,0,0,0,8,0,11,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,2,1,7.0,8,6,1.0,1,1,0,1,0,0,0,0,8.0,0
http://www.marketing-leader.com/user0202/termquotes/473400/index.htm,1,43,0,0,10,16,3,37,1,1,0,0,0,1,4,0,0,1,1,4,0,0,0,0,0,0,6,3,6.166666666666667,10,3,2.544056253745625,2,1,0,5,0,1,1,0,9.5,0
http://www.marketing-leader.com/light/watch.asp,1,43,0,0,0,16,3,16,1,1,0,0,0,1,3,0,0,1,1,2,0,0,0,0,0,0,4,1,6.25,9,5,1.6393596310755,1,0,0,3,1,0,0,1,9.0,0
http://www.trafficmagnet.net,1,44,0,0,0,13,3,0,1,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,1,2,13.0,13,13,0.0,1,0,0,2,0,0,0,0,13.0,0
https://zpr.io/k546YQYjw99w?jose@monkey.org,1,45,0,0,5,3,0,29,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,3,0,5.666666666666667,7,4,1.247219128924647,0,0,0,2,0,0,0,0,0.0,1
https://www.google.com/,1,45,0,0,0,6,3,1,1,1,0,0,0,1,4,0,1,0,0,1,0,0,0,0,0,1,1,0,6.0,6,6,0.0,0,0,1,0,0,0,0,0,0.0,0
http://terramail.terra.com.mx/TerraMail/,1,46,0,0,0,5,9,11,0,0,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,3,4,7.666666666666667,9,5,1.8856180831641267,2,2,0,3,0,0,0,0,9.0,0
http://www.decompras.com/,1,46,0,0,0,9,3,1,1,1,1,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,1,2,9.0,9,9,0.0,1,0,0,1,0,1,1,0,9.0,0
http://www.terra.com.mx/acceso/suscribete/,1,46,0,0,0,5,3,19,0,1,0,0,0,1,5,0,0,0,0,3,0,0,0,0,0,0,3,1,7.0,10,5,2.160246899469287,1,0,0,2,0,1,1,0,10.0,0
http://www.ureach.com/reg/tag,1,47,0,0,0,6,3,8,1,1,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,2,0,4.5,6,3,1.5,0,0,0,1,0,1,1,0,0.0,0
https://bafybeidxwyqez5qyf5x33wlqfmycjacvw5a4tx47uiquteghjyit2sa4ga.ipfs.dweb.link/jra4rcube.html?e=jose@monkey.org,1,48,0,10,1,4,64,33,0,0,0,0,1,2,1,0,0,0,3,1,1,1,0,1,0,0,7,2,11.285714285714286,49,4,15.46160484845593,1,1,0,4,0,0,0,0,8.0,3
https://firebasestorage.googleapis.com/v0/b/jhro5t8g3rwbeiu247t.appspot.com/o/v%206u%20ryv%20i%3Dvo%2Fg%20f%20uf%2087%3Dfi.html?alt=media&amp;token=a9ad00d6-9d95-46a2-973c-f2b5e167b4e8#jose@monkey.org,1,49,0,0,45,10,15,162,1,0,1,0,0,1,3,0,0,4,4,5,1,1,1,2,0,0,12,10,7.25,15,1,4.044028519516976,5,3,1,10,0,1,1,0,10.2,2
https://click.message.fedex.com/?qs=e046b57d5a056329638df2ec67401fc2cc71e84954a967d70564c81096370f5afd97c30668d2d03c5432d4475bdef91b578a2cc647ba2f69438dbaa5ea127434,1,50,0,0,86,5,13,133,1,0,0,0,0,2,6,0,1,0,1,1,0,1,0,1,0,1,4,1,14.75,42,5,15.75396775418815,1,1,0,2,0,0,0,0,7.0,1
https://click.message.fedex.com/?qs=18d2211f490ccb5a826b565782bfa032c0ebca50474b185df505bb5002255cffe9cfc6710e95718d2052639684350935150f933c5b9ba9191b02bdcf08dd63da,1,50,0,0,85,5,13,133,1,0,0,0,0,2,11,0,1,0,1,1,0,1,0,1,0,1,4,1,15.0,43,5,16.186414056238647,1,1,0,2,0,0,0,0,7.0,1
https://secure.adnxs.com/clktrb?id=83109&amp;redir=https://candourtankers.ae/govfedex.html?email=jose@monkey.org,1,50,0,0,5,5,6,88,1,0,0,0,1,1,1,0,0,0,3,4,1,2,1,3,0,0,11,4,6.545454545454546,14,4,2.7753340949952268,3,4,0,5,0,2,2,0,10.333333333333334,2
http://www.msn.co.za/,1,51,0,0,0,3,3,1,0,1,0,0,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0
http://80.71.66.8/celebst/?aid=993751,1,52,7,0,13,10,0,32,0,0,0,0,0,1,3,0,0,0,6,4,0,1,0,1,0,0,2,1,5.0,7,3,2.0,1,0,0,1,0,1,1,0,7.0,0
http://80.71.66.8/play/?aid=993751,1,52,7,0,13,10,0,29,0,0,0,0,0,1,3,0,0,0,6,4,0,1,0,1,0,0,2,0,3.5,4,3,0.5,0,0,0,1,0,1,1,0,0.0,0
http://80.71.66.8/optout/index.html,1,52,7,0,7,10,0,30,0,0,0,0,0,1,2,0,0,0,7,4,0,0,0,0,0,0,3,0,5.0,6,4,0.816496580927726,0,1,0,2,0,0,0,0,0.0,0
http://80.71.66.8/teen/?aid=993751,1,52,7,0,13,10,0,29,0,0,0,0,0,1,4,0,0,0,6,4,0,1,0,1,0,0,2,0,3.5,4,3,0.5,0,0,0,1,0,1,1,0,0.0,0
http://80.71.66.8/lesbian/?aid=993751,1,52,7,0,13,10,0,32,0,0,0,0,0,1,3,0,0,0,6,4,0,1,0,1,0,0,2,1,5.0,7,3,2.0,1,0,0,1,0,1,1,0,7.0,0
http://80.71.66.8/farm/?aid=993751,1,52,7,0,13,10,0,29,0,0,0,0,0,1,3,0,0,0,6,4,0,1,0,1,0,0,2,0,3.5,4,3,0.5,0,0,0,1,0,1,1,0,0.0,0
https://ipfs.io/ipfs/QmYrJghMhJ1MxYMquQkyrMqhp3f1bca9sUmwJ9QJ8t4Nrq?#jose@monkey.org,1,53,0,0,7,4,0,69,0,0,0,0,1,1,0,0,0,0,1,2,1,1,0,0,0,0,5,0,11.6,39,4,13.720058308913996,0,0,0,2,0,0,0,0,0.0,3
http://ca.messenger.yahoo.com/,1,56,0,0,0,5,12,1,1,0,0,0,1,2,2,0,1,0,1,1,0,0,0,0,0,1,2,1,7.0,9,5,2.0,1,0,1,1,0,0,0,0,9.0,0
https://&#x72;&#x65;&#x62;&#x72;&#x61;&#x6e;&#x64;&#x2e;&#x6c;&#x79;&#x2f;&#x64;&#x39;&#x33;&#x32;&#x34;&#x31;,1,58,0,0,30,1,0,104,0,0,0,0,0,1,1,0,0,0,0,2,0,0,18,0,0,0,4,0,4.0,4,4,0.0,0,0,0,3,0,0,0,0,0.0,1
"http://www.routinecheckup.me/>""",1,59,0,0,0,14,3,3,0,1,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,1,2,14.0,14,14,0.0,1,0,0,2,0,0,0,0,14.0,0
http://www.routinecheckup.me/>,1,59,0,0,0,14,3,2,0,1,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,1,2,14.0,14,14,0.0,1,0,0,2,0,0,0,0,14.0,0
http://mail.yahoo.com,1,60,0,0,0,5,4,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,2,0,4.5,5,4,0.5,0,1,1,0,0,0,0,0,0.0,0
http://www.tiscali.co.uk/products/broadbandhome/,1,61,0,0,0,7,3,24,0,1,0,0,0,1,3,0,0,0,0,3,0,0,0,0,0,0,3,4,9.333333333333334,13,7,2.6246692913372702,3,1,0,3,0,0,0,0,9.333333333333334,0
"http://ads.lycos-europe.com/event.ng/Type=click&FlightID=195882&AdID=422394&TargetID=null&Segments=4604,15828,54128&Targets=null&Values=25683,243,24202,24728,227,522391&RawValues=&Redirect=http%3a%2f%2fwlan.lycos.es",1,62,0,0,56,12,3,188,1,0,0,0,0,1,7,0,0,1,3,2,0,0,8,9,0,0,20,4,5.6,9,2,1.8000000000000005,4,2,1,14,1,1,1,1,8.25,1
http://ow.ly/TrMIW,1,63,0,0,0,2,0,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5.0,5,5,0.0,0,0,0,0,0,0,0,0,0.0,1
https://twitter.com/paypal,1,63,0,0,0,7,0,7,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,2,0,6.5,7,6,0.5,0,0,2,0,0,0,0,0,0.0,0
https://www.facebook.com/PayPalYalla?brand_redir=589464587749730,1,63,0,0,15,8,3,40,1,1,0,0,0,1,6,0,1,0,0,1,0,1,0,1,1,1,4,2,7.25,11,5,2.48746859276655,1,0,2,3,0,0,0,0,11.0,0
https://github.com/paypal,1,63,0,0,0,6,0,7,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,2,0,6.0,6,6,0.0,0,0,2,0,0,0,0,0,0.0,0
https://www.linkedin.com/company/paypal,1,63,0,0,0,8,3,15,1,1,1,0,0,1,3,0,1,0,0,2,0,0,0,0,0,1,3,1,7.0,8,6,0.816496580927726,1,0,2,1,0,0,0,0,7.0,0
https://www.avast.com/antivirus,1,65,0,0,0,5,3,10,1,1,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,2,1,7.0,9,5,2.0,1,0,0,2,0,0,0,0,9.0,0
https://p11.secure.hostingprod.com/@site.teamuniform.com/ssl/l.alibaba/model.html,1,65,0,2,0,11,10,47,1,0,1,0,0,2,2,0,0,0,5,4,1,0,0,0,0,0,9,4,6.0,11,3,2.943920288775949,2,4,1,6,0,0,0,0,11.0,0
http://style.alibaba.com/hermes/goldsuppliers.html,1,65,0,0,0,7,5,26,1,0,0,0,0,1,1,0,1,0,1,2,0,0,0,0,0,1,5,2,7.0,13,4,3.1622776601683795,1,1,1,4,0,0,0,0,13.0,0
https://www.avast.com/sig-email?utm_medium=email&utm_source=link&utm_campaign=sig-email&utm_content=emailclient,1,65,0,0,0,5,3,90,1,1,0,0,0,1,3,0,0,2,0,1,0,1,3,4,4,0,12,4,5.666666666666667,11,3,2.1343747458109497,3,4,0,7,0,2,2,0,8.666666666666666,0
http://bit.ly/1guk5eg,1,66,0,0,2,3,0,8,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,4.0,5,3,1.0,0,0,0,1,2,0,0,2,0.0,0
http://co-devs.com/sv.php?email=jose@monkey.org,1,67,0,0,0,7,0,29,1,0,0,0,0,1,0,0,0,1,2,1,1,1,0,1,0,0,5,0,4.2,6,2,1.32664991614216,0,1,0,3,0,2,2,0,0.0,0
http://pmm-portal01.esy.es/.207%40%23420./?email=jose@monkey.org,1,68,0,2,10,3,12,38,0,0,0,0,0,1,1,0,0,1,3,2,1,1,0,1,0,0,4,0,5.25,6,4,0.82915619758885,0,1,0,2,0,1,1,0,0.0,0
https://t.ly/qinQO#M=am9zZUBtb25rZXkub3Jn,1,69,0,0,4,1,0,29,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,2,0,11.5,16,7,4.5,0,0,0,0,0,0,0,0,0.0,2
"https://t.ly/qinQO#M=am9zZUBtb25rZXkub3Jn"">",1,69,0,0,4,1,0,31,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,2,0,12.5,18,7,5.5,0,0,0,0,0,0,0,0,0.0,2
"https://t.ly/qinQO#M=am9zZUBtb25rZXkub3Jn"">Release</a></center></td>",1,69,0,0,4,1,0,56,0,0,0,0,0,1,1,0,0,0,0,4,0,0,0,1,0,0,3,1,13.666666666666666,26,7,8.73053390247253,1,1,0,0,0,0,0,0,8.0,2
https://formcrafts.com/a/39547?preview=true>,1,70,0,0,5,10,0,22,1,0,0,0,0,1,0,0,0,0,0,2,0,1,0,1,0,0,3,2,7.333333333333333,10,5,2.0548046676563256,1,0,0,2,1,2,2,1,10.0,0
http://www.msn.fr/msger/default.asp,1,71,0,0,0,3,3,18,0,1,0,0,1,1,3,0,0,0,1,2,0,0,0,0,0,0,2,1,6.0,7,5,1.0,1,0,0,2,0,0,0,0,7.0,0
http://www.cnn.com/2003/WORLD/africa/12/26/benin.crash/index.html,1,72,0,0,8,3,3,47,1,1,0,0,1,1,5,0,0,0,2,7,0,0,0,0,0,0,6,0,5.0,6,4,0.5773502691896257,0,2,0,4,0,0,0,0,0.0,0
http://toolbar.live.com,1,72,0,0,0,4,7,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,5.5,7,4,1.5,1,0,0,2,0,0,0,0,7.0,0
http://www.cnn.com/2003/WORLD/africa/12/26/benin.crash/index.html.Yours,1,72,0,0,8,3,3,53,1,1,0,0,1,1,5,0,0,0,3,7,0,0,0,0,0,0,7,0,5.0,6,4,0.5345224838248488,0,2,0,5,0,0,0,0,0.0,0
http://sadpol.eu/altCustomerA/cssStyles/jcaptcha.css,1,73,0,0,0,6,0,36,0,0,0,0,0,1,4,0,0,0,1,3,0,0,0,0,0,0,4,3,8.75,12,6,2.165063509461097,3,1,0,3,0,0,0,0,9.666666666666666,0
https://www.absa.co.za/legal-and-compliance/browser-requirements,1,73,0,0,0,4,3,42,0,1,1,0,0,1,3,0,0,3,0,2,0,0,0,0,0,0,6,3,6.833333333333333,12,3,3.2360813064912666,3,1,0,4,1,0,0,1,9.666666666666666,0
https://www.absa.co.za/security-centre/tips-and-tools/scams,1,73,0,0,0,4,3,37,0,1,0,0,0,1,4,0,0,3,0,3,0,0,0,0,0,0,7,0,5.0,8,3,1.5118578920369088,0,2,0,5,0,0,0,0,0.0,0
https://www.absa.co.za/about-us/absa-bank/corporate-information,1,73,0,0,0,4,3,41,0,1,0,0,0,1,3,0,0,3,0,3,0,0,0,0,0,0,7,2,5.571428571428571,11,2,2.969229955832361,2,1,0,4,1,1,1,1,10.0,0
https://www.absa.co.za/talk-to-us/,1,73,0,0,0,4,3,12,0,1,0,0,0,1,3,0,0,2,0,2,0,0,0,0,0,0,4,0,3.0,4,2,1.0,0,0,0,2,1,1,1,1,0.0,0
https://www.absa.co.za/media-centre/press-statements/listed-beneficiary-mfc-account-closed/,1,73,0,0,0,4,3,69,0,1,0,0,0,1,5,0,0,6,0,4,0,0,0,0,0,0,10,1,6.3,11,3,2.3685438564654024,1,2,0,6,1,1,1,1,11.0,0
https://www.absa.co.za/security-centre/tips-and-tools/antivirus-software,1,73,0,0,0,4,3,50,0,1,0,0,0,1,4,0,0,4,0,3,0,0,0,0,0,0,8,2,5.875,9,3,2.0879116360612584,2,2,0,6,0,0,0,0,8.5,0
https://ib.absa.co.za/absa-online/static/style/Iphone_app_icon.png,1,73,0,0,0,4,2,45,0,0,0,0,0,1,1,0,0,1,1,4,0,0,0,0,2,0,8,0,4.625,6,2,1.3169567191065925,0,1,1,5,1,0,0,1,0.0,0
http://www.absa.co.za/Absacoza/,1,73,0,0,0,4,3,10,0,1,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,2,1,6.0,8,4,2.0,1,0,0,2,0,0,0,0,8.0,0
