id,phishing_probability,predicted_label,true_label
1548,0.76140994,1,1
65868,0.013164162,0,0
72369,0.23541802,0,0
23582,0.69338727,1,1
68861,0.066110015,0,0
33483,0.97612405,1,1
12820,0.9792101,1,1
7769,0.9161065,1,1
76929,0.06609153,0,0
5991,0.4899453,0,1
60336,0.2608676,0,0
73684,0.15715902,0,0
79178,0.047437143,0,0
79651,0.19735172,0,0
72381,0.83058214,1,0
67610,0.03983731,0,0
8164,0.9847877,1,1
12728,0.9872092,1,1
68838,0.1698697,0,0
23236,0.9815947,1,1
25060,0.17492981,0,1
54872,0.38732246,0,0
6055,0.9156226,1,1
9441,0.9986737,1,1
58934,0.041044842,0,0
54088,0.2553012,0,0
50975,0.52186096,1,0
17632,0.5813506,1,1
25063,0.28654808,0,1
30311,0.55404085,1,1
5671,0.9985904,1,1
25685,0.3308317,0,1
9101,0.98911685,1,1
6763,0.7063004,1,1
44501,0.2898734,0,0
2487,0.7779676,1,1
76803,0.07715309,0,0
44009,0.25081113,0,0
41757,0.40396547,0,1
9518,0.8114579,1,1
4404,0.9275642,1,1
81024,0.27089378,0,0
81152,0.051564462,0,0
11257,0.9306599,1,1
19528,0.98852766,1,1
25494,0.9880782,1,1
36959,0.9824796,1,1
81679,0.14179422,0,0
70880,0.18353535,0,0
66162,0.0680077,0,0
31706,0.25806192,0,1
23793,0.83202463,1,1
67301,0.051642116,0,0
74905,0.14187163,0,0
37013,0.99263763,1,1
71219,0.11240801,0,0
1911,0.96913886,1,1
85272,0.073284775,0,0
5885,0.19910541,0,1
53871,0.02216693,0,0
46648,0.3059902,0,0
80389,0.054834887,0,0
61518,0.5156903,1,0
58940,0.114697345,0,0
31018,0.7238941,1,1
3533,0.9985245,1,1
37194,0.7116139,1,1
24586,0.97596484,1,1
73969,0.032855965,0,0
21773,0.9844194,1,1
83361,0.011916139,0,0
9,0.76082945,1,1
43506,0.36476904,0,0
15485,0.38832495,0,1
84033,0.024700837,0,0
77409,0.010327363,0,0
9351,0.98282385,1,1
2126,0.81463075,1,1
40191,0.9964347,1,1
79224,0.22173947,0,0
42370,0.517532,1,1
67505,0.0877078,0,0
46625,0.09576124,0,0
51866,0.486826,0,0
38381,0.9506358,1,1
19969,0.9986737,1,1
8115,0.23673302,0,1
39771,0.997177,1,1
44294,0.17726609,0,0
21185,0.7849775,1,1
10147,0.9467918,1,1
29900,0.65846497,1,1
34192,0.8122689,1,1
65306,0.83294284,1,0
18830,0.5436618,1,1
76391,0.34452444,0,0
71633,0.06657548,0,0
4281,0.33074084,0,1
8330,0.9070921,1,1
27366,0.36531585,0,1
2352,0.8437732,1,1
55613,0.015408579,0,0
37774,0.47981745,0,1
78540,0.026601953,0,0
43915,0.11244061,0,0
10978,0.99154824,1,1
38970,0.90548563,1,1
66603,0.148232,0,0
44791,0.12268383,0,0
8649,0.9912033,1,1
21187,0.9469888,1,1
54784,0.011655646,0,0
38339,0.75676,1,1
63949,0.80002236,1,0
57284,0.19045922,0,0
35115,0.68365484,1,1
3781,0.9931607,1,1
44431,0.01091553,0,0
31846,0.78248656,1,1
52818,0.70069045,1,0
2010,0.83568096,1,1
82087,0.010688315,0,0
16345,0.38371432,0,1
7849,0.46534693,0,1
2345,0.9963247,1,1
43404,0.05073103,0,0
41688,0.98474854,1,1
72997,0.31784564,0,0
2741,0.81897455,1,1
55506,0.3674922,0,0
60480,0.010026412,0,0
30338,0.861322,1,1
6486,0.9733334,1,1
20617,0.98547155,1,1
75984,0.008816804,0,0
15761,0.94949037,1,1
59664,0.08714895,0,0
7134,0.91468966,1,1
57108,0.10199013,0,0
17526,0.95753896,1,1
77073,0.014605825,0,0
81124,0.051713225,0,0
45863,0.117170826,0,0
44991,0.9421418,1,0
45430,0.017318571,0,0
84080,0.40610397,0,0
70212,0.24385831,0,0
5819,0.8877671,1,1
25365,0.9801245,1,1
48049,0.06073793,0,0
54326,0.020226346,0,0
72917,0.073958784,0,0
36816,0.900538,1,1
6878,0.9905421,1,1
8743,0.69106406,1,1
4349,0.97379863,1,1
83659,0.1318131,0,0
461,0.94446164,1,1
21355,0.9933522,1,1
10498,0.9282124,1,1
8455,0.97082,1,1
83544,0.015100907,0,0
63326,0.2864851,0,0
14341,0.9976755,1,1
51158,0.4192364,0,0
82267,0.22621565,0,0
3012,0.95336425,1,1
15508,0.99611974,1,1
40237,0.8462117,1,1
65977,0.15148295,0,0
32523,0.8342015,1,1
34423,0.9492306,1,1
82311,0.019287795,0,0
79949,0.074494585,0,0
10198,0.9682593,1,1
51761,0.7906897,1,0
24204,0.9954312,1,1
65812,0.011989822,0,0
62489,0.042749617,0,0
84959,0.10774271,0,0
22862,0.99034274,1,1
54484,0.014520718,0,0
27918,0.96463937,1,1
80622,0.023025392,0,0
48884,0.33490285,0,0
71063,0.54571277,1,0
39997,0.96982735,1,1
36640,0.97343653,1,1
61488,0.006044697,0,0
52531,0.08170156,0,0
48533,0.26175347,0,0
35413,0.98632973,1,1
47379,0.30250674,0,0
48955,0.38015878,0,0
83812,0.18446149,0,0
7149,0.48775548,0,1
21811,0.8925698,1,1
37292,0.97074485,1,1
59828,0.023782786,0,0
15035,0.9715864,1,1
50803,0.034337718,0,0
30383,0.95819145,1,1
28936,0.9846895,1,1
29688,0.98318166,1,1
79627,0.0044581783,0,0
18867,0.94522405,1,1
65551,0.2904206,0,0
50635,0.1480252,0,0
8804,0.7935794,1,1
2820,0.4109109,0,1
73808,0.05533711,0,0
21063,0.9213812,1,1
75541,0.018886335,0,0
47489,0.061972767,0,0
70481,0.0063841697,0,0
37878,0.98177415,1,1
58438,0.114697345,0,0
18635,0.50316924,1,1
53149,0.08155132,0,0
58142,0.04068134,0,0
63769,0.093545884,0,0
2435,0.3288793,0,1
