id,phishing_probability,label,url,predicted_label
2583,0.9569703478025084,1,http://buntarquitectura.com/upgrade/upgrade.php?&amp;Email=jose@monkey.org,1
3228,0.9736136728208944,1,https://alsaadgroup.ae/vmm.html?email=jose@monkey.org,1
1930,0.8571874776948518,1,http://fr.rd.yahoo.com/evt=42054/*http://fr.answers.yahoo.com,1
2175,0.9002204598308121,1,https://efas.co.mz/proofencryp09cc98r88e8ccc88b8b/BLUE/?email=jose@monkey.org,1
790,0.9898839772876312,1,https://firebasestorage.googleapis.com/v0/b/fdet5fuyvhbgft75.appspot.com/o/d%20r5%2056g-c%2Ftf-r5uy-u.html?alt=media&token=30a7f414-e82d-44b6-8f6c-a76bb03d828f#jose@monkey.org,1
2002,0.8571874776948518,1,http://fr.rd.yahoo.com/evt=42054/*http://fr.answers.yahoo.com,1
3695,0.8767692957922333,1,https://market-listings.com,1
415,0.8178339039904887,1,http://googledrive.com/host/0B8dZRxZ9coRLM3c3dG9JNi04R3c,1
846,0.9657529330641568,1,https://www.usaa.com/inet/ent_references/CpSendUsAMessage?ContentArea=cp&amp;EID=105070-0213_foot,1
3630,0.9845203699116948,1,http://imtecnica.com/wp-content/uploads/en/?email=jose@monkey.org,1
700,0.921844001945322,1,http://meaw.net/html/images/ampx/rev.htm,1
2861,0.983733885394187,1,https://www.usaa.com/inet/ent_contactus/CpLevelZeroContactUs?ContactUsPageId=PublicContactUs&amp;EID=66662-0711_head,1
3476,0.9328061721980668,1,http://news.bbc.co.uk/1/hi/world/africa/1839252.stm,1
3669,0.9310742000045324,1,https://goo.gl/xxg02r,1
1573,0.984902872916225,1,https://googleweblight.com/i?u=https://pub-2706efed16964385810567666db85f2f.r2.dev/JAJS026.html#jose@monkey.org,1
170,0.9627893832784415,1,http://buklet.ru/VERIFY/wmsvr.html?spin=89283js&amp;Email=jose@monkey.org,1
3305,0.8946005994044705,1,https://khobregankghaz.com/#jose@monkey.org,1
3067,0.7339010956889047,1,http://altoedu.com/x3/cache/blueOwa/,1
1364,0.8386566385789134,1,https://byenta.sytes.net/xy/XZXXSE345CDC/BBBBBRR4444444/101454858.php?email=jose@monkey.org,1
257,0.9602087916507756,1,http://arifindo.co.id/images/uau.htm,1
1069,0.7741085074886545,1,http://hot12.website-hoster.com/remove.html,1
261,0.937034815625152,1,http://www.eioedu.com/wp-includes/js/crop/update/index.php?userid=jose@monkey.org,1
3576,0.8079917244364893,1,http://rs6.net/tn.jsp?t=tpysjsn6.e9iqjsn6.s8u5brn6&p=http%3A%2F%2Fwww.tvpredictions.com%2Fadvertising1.html,1
1759,0.7559509628910459,1,http://news.bbc.co.uk/2/hi/africa/2963086.stm,1
2938,0.9297008768444684,1,http://http://beentheredinethat.com/wp-includes/images/wlw/blessing.html,1
1124,0.967974562779401,1,https://periodicochivas.com/ugobeyaze/index.php?email=jose@monkey.org&nbsp;&nbsp;,1
2436,0.5151214271705042,1,http://www.bayerwald-baerchen.de/weidererhof/libraries/cms/m.php,1
1960,0.7634193065720815,1,http://203-144-138-206.static.asianet.co.th/icons/colappmgr/colportal/prospect_nfpb=true&_pageLabel=page_logonform/sso_co_home.jsp.htm,1
3248,0.763292745512421,1,https://www.bankandara.co.id/images/link_header_home/id/id/ppl/Confirmation/mmp/,1
2214,0.9977409417392312,1,http://incaphum.com.mx//wp-includes/SimplePie/Parse/mail.php?email=jose@monkey.org,1
1692,0.9874698931990654,1,http://www.bikesandmore.cl/wp-admin/jps/tope/index.php?email=jose@monkey.org,1
3625,0.9027195430181422,1,https://redir-vmrqblck.vercel.app#jose@monkey.org,1
1196,0.9910806368973196,1,http://61.151.247.39/erik/remove.asp,1
734,0.954446765966663,1,https://ipfs.io/ipfs/QmNmagLzoGk6LYaAFaqFjJqfsBqxQmtdwSYyKiS2fTqoCf?filename=webauto.html#jose@monkey.org,1
1293,0.9889831133669476,1,https://wetransfer.com/legal/terms?utm_campaign=WT_email_tracking&amp;utm_content=general&amp;utm_medium=legal_link&amp;utm_source=notify_recipient_email,1
330,0.8639457678098906,1,https://apiservices.krxd.net/click_tracker/track?kxconfid=whjxbtb0h&amp;kxcampaignid=P.C.C-Class.W206.L.MI&amp;kxplacementid=module2findmycar&amp;kxbrand=MB&amp;clk=https://rb.gy/z0ol0s#am9zZUBtb25rZXkub3Jn,1
250,0.9816124100857538,1,http://us.rd.yahoo.com/mail_us/taglines/postman5/*http://us.rd.yahoo.com/evt=39666/*http://beta.messenger.yahoo.com,1
